Time (s)	1.000000e+04	dt_sampled - EXTRA_TIME	3.750000e+03
 i	 Vol	 Z	 Uavg	 Vavg	 Wavg	 Urms	 Vrms	 Wrms	 UVmean	 UWmean	 VWmean
55	7.200049e+04	6.937602e+01	6.683935e+00	6.799714e-01	-1.895844e-05	2.767023e-01	2.103388e-01	1.777707e-01	-2.886814e-03	-1.783256e-02	3.351792e-03
56	7.200046e+04	7.065012e+01	6.696331e+00	6.774663e-01	2.911094e-05	2.738937e-01	2.113445e-01	1.771076e-01	-2.668395e-03	-1.771787e-02	3.414491e-03
57	7.200048e+04	7.191071e+01	6.707088e+00	6.747750e-01	-4.333368e-05	2.711142e-01	2.120606e-01	1.767037e-01	-2.433557e-03	-1.765295e-02	3.466805e-03
58	7.200048e+04	7.313443e+01	6.719104e+00	6.719790e-01	5.433474e-05	2.682060e-01	2.126614e-01	1.757021e-01	-2.187666e-03	-1.751676e-02	3.530431e-03
59	7.200048e+04	7.439701e+01	6.730832e+00	6.690556e-01	-7.693044e-05	2.651560e-01	2.128378e-01	1.752656e-01	-2.029210e-03	-1.748950e-02	3.580799e-03
60	7.200057e+04	7.561620e+01	6.741469e+00	6.661840e-01	8.739716e-05	2.622330e-01	2.127912e-01	1.736098e-01	-1.915653e-03	-1.730070e-02	3.650882e-03
61	7.200055e+04	7.687666e+01	6.751607e+00	6.633925e-01	-1.290980e-04	2.592233e-01	2.121342e-01	1.731172e-01	-1.803122e-03	-1.734230e-02	3.694448e-03
62	7.189972e+04	7.816975e+01	6.762402e+00	6.610368e-01	1.556054e-04	2.561286e-01	2.112660e-01	1.702487e-01	-1.596723e-03	-1.706894e-02	3.779572e-03
63	7.189972e+04	7.939858e+01	6.771676e+00	6.582576e-01	-2.710526e-04	2.533373e-01	2.108099e-01	1.700106e-01	-1.358075e-03	-1.722196e-02	3.791418e-03
65	1.440000e+05	8.125715e+01	6.782954e+00	6.519705e-01	6.480776e-04	2.453499e-01	2.032722e-01	1.642474e-01	-9.777014e-04	-1.684139e-02	3.853009e-03
67	1.440000e+05	8.375500e+01	6.806772e+00	6.463543e-01	-8.131219e-04	2.434271e-01	2.032452e-01	1.626093e-01	-7.195384e-04	-1.655594e-02	4.035439e-03
69	1.440000e+05	8.625465e+01	6.830320e+00	6.422589e-01	7.041728e-04	2.401453e-01	2.021151e-01	1.614864e-01	-4.881592e-04	-1.660616e-02	4.089578e-03
71	1.440000e+05	8.875224e+01	6.853693e+00	6.382737e-01	-6.342357e-04	2.364325e-01	2.016313e-01	1.617989e-01	-3.935849e-04	-1.630877e-02	4.208669e-03
73	1.440000e+05	9.125868e+01	6.876324e+00	6.345478e-01	5.811054e-04	2.333688e-01	2.009833e-01	1.623979e-01	-4.458343e-04	-1.624356e-02	4.267699e-03
