"velocity"
"Time Step" "vx etc.."
("TimeStep" "vx(point-04-000625)" "vx(point-04-080000)" "vx(point-14-080000)" "vy(point-04-000625)" "vy(point-04-080000)" "vy(point-14-080000)" "vz(point-04-000625)" "vz(point-04-080000)" "vz(point-14-080000)" "flow-time")
49663 0.204291 2.680248 1.643992 0.2893329 0.6496012 0.5950444 0.01258843 0.7563028 -0.1284887 6207.875
49664 0.2054189 2.732739 1.643529 0.2904344 0.6444712 0.6091083 0.01332793 0.752538 -0.1159379 6208
49665 0.2066907 2.791538 1.64329 0.2915322 0.636636 0.6248844 0.01403066 0.7459062 -0.1000149 6208.125
49666 0.2081133 2.857478 1.643624 0.2926848 0.6240537 0.6419401 0.01467204 0.7336348 -0.08073942 6208.25
49667 0.2096888 2.929131 1.644755 0.2939221 0.6027849 0.6600499 0.01523261 0.7160261 -0.05819998 6208.375
49668 0.211415 3.003492 1.646266 0.2952316 0.575913 0.6787943 0.01571981 0.6960018 -0.03241372 6208.5
49669 0.2132875 3.082452 1.64893 0.2965819 0.5456713 0.6980976 0.01612918 0.6720736 -0.003505264 6208.625
49670 0.2153068 3.154569 1.653186 0.2979461 0.5158843 0.7183339 0.01644725 0.644575 0.02811093 6208.75
49671 0.2174663 3.212173 1.658972 0.2992983 0.4927748 0.739614 0.01666448 0.6195304 0.06222538 6208.875
49672 0.2197651 3.255613 1.666513 0.300615 0.4852817 0.7617071 0.01677436 0.5994442 0.09846114 6209
49673 0.2222015 3.284524 1.676291 0.3018715 0.4789121 0.7836567 0.01671916 0.5855581 0.1360913 6209.125
49674 0.2247689 3.294332 1.689284 0.3030483 0.4813509 0.8050804 0.01647076 0.576786 0.1747927 6209.25
49675 0.2274623 3.289649 1.705697 0.3041362 0.4882573 0.8257301 0.01603837 0.5730805 0.2149058 6209.375
49676 0.2302786 3.277884 1.725896 0.3051291 0.5004969 0.8456848 0.01544061 0.5731097 0.2564114 6209.5
49677 0.2332313 3.258777 1.750133 0.3060196 0.5184249 0.8650346 0.01470087 0.5736656 0.2987384 6209.625
49678 0.2363571 3.233306 1.779244 0.306801 0.5404447 0.8842572 0.01381118 0.5727207 0.3413328 6209.75
49679 0.239667 3.203 1.814078 0.3074693 0.5646573 0.9048485 0.01278271 0.5694398 0.3851145 6209.875
49680 0.2431441 3.169142 1.854618 0.3080283 0.5875628 0.927545 0.011641 0.5622656 0.4318806 6210
49681 0.2467401 3.134115 1.899207 0.3085572 0.6069498 0.9535212 0.01040979 0.5506408 0.4698912 6210.125
49682 0.2504368 3.10064 1.946483 0.3090447 0.6222957 0.9842038 0.009130794 0.5343038 0.4982128 6210.25
49683 0.2542313 3.069899 1.994541 0.3094617 0.6324838 1.018721 0.007784878 0.5112036 0.5162567 6210.375
49684 0.2581104 3.040808 2.04227 0.3097979 0.6381515 1.0572 0.006365861 0.4809039 0.5228171 6210.5
49685 0.2620795 3.020136 2.087348 0.3100308 0.6411693 1.100887 0.004893597 0.4428161 0.5235898 6210.625
49686 0.2661447 3.008445 2.127126 0.3101476 0.6427216 1.149594 0.003407193 0.398113 0.5211291 6210.75
49687 0.2702957 3.005696 2.159744 0.3101347 0.6438972 1.203214 0.001947199 0.347387 0.5148012 6210.875
49688 0.2745405 3.013664 2.181691 0.3099847 0.6457793 1.264565 0.0005293026 0.2915043 0.5065516 6211
49689 0.2788861 3.02633 2.196038 0.3096944 0.6494408 1.330923 -0.0008342974 0.2325698 0.4988258 6211.125
49690 0.283324 3.041344 2.20609 0.3092647 0.6559892 1.39619 -0.002126415 0.1748315 0.4939231 6211.25
49691 0.2878601 3.057748 2.213416 0.3086393 0.6664131 1.458874 -0.003337984 0.1242286 0.4926446 6211.375
49692 0.2924835 3.075316 2.219689 0.3078228 0.680963 1.512868 -0.004488003 0.07827999 0.4943999 6211.5
49693 0.297186 3.094385 2.22628 0.3068736 0.6983367 1.55249 -0.005588379 0.0447193 0.496536 6211.625
49694 0.3019742 3.112052 2.234157 0.3058215 0.7159495 1.574338 -0.006470521 0.02588888 0.4980279 6211.75
49695 0.3068631 3.126092 2.245608 0.3046923 0.7378774 1.575006 -0.006986883 0.01872666 0.4980101 6211.875
49696 0.3118689 3.135406 2.260045 0.3035087 0.7566172 1.56145 -0.007164706 0.02364738 0.4958112 6212
49697 0.3169918 3.140657 2.277168 0.3022644 0.768869 1.539966 -0.007063935 0.03389906 0.490788 6212.125
49698 0.3222231 3.142526 2.296105 0.3009499 0.7742444 1.513007 -0.006749479 0.04911716 0.4831523 6212.25
49699 0.3275516 3.142253 2.315757 0.2996072 0.7711894 1.481595 -0.006321883 0.0684721 0.4739739 6212.375
49700 0.3329722 3.140505 2.334669 0.2983156 0.7585905 1.447345 -0.00582582 0.09115493 0.4642165 6212.5
49701 0.3384768 3.137136 2.350032 0.2970977 0.7412528 1.411959 -0.005276687 0.116789 0.45493 6212.625
49702 0.3440498 3.13208 2.361437 0.2959639 0.7195005 1.377135 -0.004675109 0.1437766 0.4462342 6212.75
49703 0.3496876 3.125056 2.370626 0.2949302 0.693342 1.344605 -0.004009064 0.1707575 0.4386516 6212.875
49704 0.3553919 3.116745 2.377932 0.2939875 0.6643741 1.315923 -0.003264001 0.1975781 0.432975 6213
49705 0.361151 3.107246 2.382737 0.2931578 0.6337743 1.291936 -0.0024253 0.2241841 0.4282175 6213.125
49706 0.366952 3.096605 2.383613 0.2924424 0.602347 1.272942 -0.001489558 0.2504207 0.4230953 6213.25
49707 0.3727906 3.084884 2.380329 0.2918545 0.5721266 1.258693 -0.0004541159 0.2764165 0.4172409 6213.375
49708 0.3786837 3.072999 2.373274 0.2913837 0.5405843 1.248405 0.000680301 0.3016931 0.4101133 6213.5
49709 0.3846382 3.061129 2.362691 0.2910521 0.513347 1.241426 0.001926213 0.3259139 0.4018457 6213.625
49710 0.3906735 3.049185 2.348841 0.2908872 0.4932007 1.238208 0.003285331 0.3491276 0.3926744 6213.75
49711 0.3967984 3.036382 2.333281 0.2909057 0.4798918 1.236068 0.004754907 0.3714774 0.3821243 6213.875
49712 0.403008 3.022732 2.317638 0.2911179 0.472253 1.233566 0.006333413 0.3932767 0.3695411 6214
49713 0.4092878 3.009459 2.303391 0.2915408 0.4720459 1.230585 0.008046153 0.4142006 0.3533767 6214.125
49714 0.4156188 2.997012 2.290989 0.2921967 0.4769177 1.226949 0.009904662 0.4350165 0.335617 6214.25
49715 0.4219861 2.982885 2.28081 0.293109 0.4849685 1.222145 0.01189782 0.4539479 0.3166595 6214.375
49716 0.4283684 2.966603 2.273553 0.2942585 0.4953378 1.215476 0.01401067 0.4700052 0.2966726 6214.5
49717 0.4347541 2.949983 2.26806 0.2956423 0.5076185 1.206427 0.01621781 0.4796396 0.2758427 6214.625
49718 0.4411318 2.934265 2.265662 0.2972927 0.5216963 1.195659 0.01850258 0.4872231 0.2544869 6214.75
49719 0.4474799 2.920424 2.266868 0.2992547 0.5370756 1.183466 0.02085394 0.492552 0.2328838 6214.875
49720 0.453786 2.911143 2.27137 0.3015618 0.5535321 1.170529 0.02324979 0.493959 0.2105319 6215
49721 0.4600911 2.904916 2.279241 0.3042412 0.5711584 1.156947 0.02572187 0.4912618 0.1912035 6215.125
49722 0.4664265 2.900023 2.290438 0.3073232 0.5886851 1.142942 0.02830762 0.4846205 0.1744009 6215.25
49723 0.472759 2.896008 2.304659 0.3108656 0.605032 1.128526 0.03102612 0.4741926 0.1594034 6215.375
49724 0.4790144 2.893199 2.320712 0.3148857 0.6188112 1.114071 0.03389567 0.4607064 0.1460635 6215.5
49725 0.4852505 2.892054 2.338011 0.3193791 0.6301421 1.09981 0.03692997 0.4452002 0.135193 6215.625
49726 0.4915879 2.892083 2.3566 0.3243089 0.6410805 1.085647 0.04010454 0.4278539 0.1273487 6215.75
49727 0.4979017 2.892826 2.376688 0.3296677 0.6513532 1.071401 0.04341662 0.4094348 0.1230551 6215.875
49728 0.5039926 2.893991 2.398512 0.3355073 0.658881 1.056678 0.04687506 0.3908218 0.1221978 6216
49729 0.5097408 2.895335 2.422048 0.3419106 0.6629124 1.041163 0.05043203 0.3723452 0.1246287 6216.125
49730 0.5150619 2.896856 2.447428 0.3489091 0.6634765 1.02438 0.05403968 0.3537577 0.1302594 6216.25
49731 0.5199258 2.898752 2.474694 0.3564718 0.6611813 1.005966 0.05771324 0.336676 0.1387058 6216.375
49732 0.5243267 2.900862 2.503649 0.3646791 0.6562678 0.9856233 0.06166857 0.3215681 0.1495101 6216.5
49733 0.5276878 2.903055 2.5342 0.37355 0.6487314 0.9629532 0.06617669 0.3094178 0.1628265 6216.625
49734 0.5299289 2.905785 2.566309 0.3830475 0.6387561 0.9375973 0.07111335 0.3011076 0.1776824 6216.75
49735 0.5312023 2.909576 2.599808 0.3932934 0.6267044 0.9099947 0.07595477 0.2949452 0.1936881 6216.875
49736 0.5318394 2.913842 2.634625 0.4042729 0.6127627 0.8809446 0.08047052 0.2956354 0.2103866 6217
49737 0.5319915 2.91836 2.669634 0.4159198 0.5972825 0.851229 0.08454587 0.3024411 0.2270335 6217.125
49738 0.5317165 2.922728 2.703775 0.4281425 0.5805858 0.8219918 0.0881224 0.3168078 0.2428376 6217.25
49739 0.5309983 2.926324 2.736139 0.4407755 0.5624664 0.7940776 0.09108889 0.3358784 0.258169 6217.375
49740 0.5298445 2.928237 2.764112 0.4537528 0.5436881 0.7677526 0.09331036 0.359121 0.2736492 6217.5
49741 0.528337 2.927122 2.787399 0.4672092 0.5253813 0.7413737 0.09495649 0.3871876 0.2824382 6217.625
49742 0.5265068 2.922628 2.808437 0.4812046 0.508772 0.7180481 0.09618738 0.4194177 0.2831646 6217.75
49743 0.5242957 2.915599 2.824025 0.4957191 0.4964738 0.7004657 0.09680441 0.454508 0.2771297 6217.875
49744 0.5216342 2.906188 2.833189 0.5106458 0.4873921 0.6888747 0.09657885 0.4929846 0.2563142 6218
49745 0.5185068 2.895634 2.838669 0.5258786 0.481624 0.6834772 0.09560651 0.5323797 0.2285542 6218.125
49746 0.5150134 2.885152 2.84233 0.5413228 0.4795687 0.6836486 0.09418227 0.5709078 0.1968532 6218.25
49747 0.5112132 2.876304 2.844871 0.5568792 0.4812602 0.6874932 0.09236804 0.6064264 0.1595735 6218.375
49748 0.5071068 2.869352 2.845543 0.5723428 0.4869332 0.6940307 0.09028174 0.6334856 0.1169966 6218.5
49749 0.5028229 2.864212 2.845179 0.587613 0.4963656 0.7019346 0.08796253 0.6449359 0.07097992 6218.625
49750 0.4982807 2.860952 2.844703 0.6026451 0.5088536 0.71186 0.08541498 0.6458977 0.02270082 6218.75
49751 0.4934308 2.859808 2.845073 0.6173267 0.5258588 0.7207315 0.08258658 0.6423351 -0.02726626 6218.875
49752 0.4882891 2.860398 2.847597 0.6316351 0.545913 0.7249394 0.07937941 0.6372029 -0.07742671 6219
49753 0.4828211 2.862708 2.852345 0.6454709 0.5663947 0.7246815 0.0758084 0.6317949 -0.1319584 6219.125
49754 0.4771757 2.866492 2.860028 0.6588545 0.5867649 0.7206254 0.07182158 0.6264195 -0.1844456 6219.25
49755 0.4717337 2.872162 2.871854 0.6717675 0.6037502 0.7131699 0.06738919 0.6213466 -0.2247753 6219.375
49756 0.4665603 2.879622 2.888778 0.6841766 0.6154439 0.7023908 0.06250913 0.6168274 -0.2544719 6219.5
49757 0.4616064 2.88846 2.9106 0.6959833 0.6216059 0.6876924 0.05716291 0.6130368 -0.2673919 6219.625
49758 0.456848 2.898062 2.936326 0.7071106 0.6207375 0.669164 0.0513206 0.6101502 -0.2722769 6219.75
49759 0.452286 2.907899 2.965477 0.717492 0.6158044 0.6472024 0.04502056 0.6087 -0.2730885 6219.875
49760 0.4479518 2.917813 2.997426 0.7271279 0.6073214 0.6218044 0.03831792 0.6092107 -0.2704719 6220
49761 0.4439179 2.9273 3.031261 0.7371126 0.5966623 0.5939859 0.031143 0.6111473 -0.2635747 6220.125
49762 0.4401487 2.935958 3.066105 0.7471153 0.5844642 0.5654052 0.02352341 0.6134253 -0.2511104 6220.25
49763 0.4366716 2.943683 3.101223 0.756487 0.5715057 0.5364273 0.01555832 0.6154023 -0.2316065 6220.375
49764 0.4336875 2.950065 3.136187 0.7648572 0.5583384 0.5078283 0.007190383 0.6168201 -0.2049379 6220.5
49765 0.4311469 2.954384 3.170852 0.7721438 0.5447282 0.4800774 -0.00162485 0.6170667 -0.1711 6220.625
49766 0.4289153 2.95615 3.2051 0.778489 0.5343977 0.4531439 -0.01105649 0.6154273 -0.1305201 6220.75
49767 0.426966 2.955151 3.239236 0.783749 0.5290681 0.4269445 -0.02082346 0.6117793 -0.08423838 6220.875
49768 0.425254 2.951847 3.273312 0.7875658 0.5282633 0.4014943 -0.03065339 0.6056786 -0.03384841 6221
49769 0.4236696 2.94685 3.308577 0.7893043 0.5311462 0.3760671 -0.04050796 0.5969298 0.02093877 6221.125
49770 0.4220948 2.940428 3.346252 0.7893098 0.5366175 0.3500037 -0.05029336 0.5853603 0.07777688 6221.25
49771 0.4204315 2.933491 3.385696 0.7880436 0.5435238 0.3240375 -0.05995874 0.5717096 0.1177472 6221.375
49772 0.4189198 2.927016 3.427233 0.7859626 0.5514334 0.2991725 -0.06947379 0.5571225 0.1436443 6221.5
49773 0.4177738 2.921305 3.469955 0.7835886 0.5597063 0.2755189 -0.07880038 0.5416321 0.1515318 6221.625
49774 0.4167905 2.916484 3.511923 0.7811489 0.5674372 0.2532333 -0.08788548 0.5246351 0.1514951 6221.75
49775 0.4155242 2.912238 3.550913 0.7787843 0.5738353 0.2384105 -0.09669511 0.5066894 0.142486 6221.875
49776 0.4138664 2.908901 3.585689 0.7764848 0.5781429 0.2340442 -0.1051698 0.4883746 0.1294997 6222
49777 0.4115957 2.907753 3.617174 0.7741016 0.5797871 0.2367521 -0.1129459 0.4694023 0.1155431 6222.125
49778 0.4085925 2.909217 3.643546 0.771671 0.5785127 0.2467573 -0.1197573 0.4499946 0.09845538 6222.25
49779 0.4048516 2.913533 3.662302 0.7692616 0.5747147 0.2631954 -0.1258007 0.4304562 0.0783696 6222.375
49780 0.4003997 2.919262 3.671739 0.7667588 0.5685191 0.2862482 -0.1312759 0.4119837 0.0567995 6222.5
49781 0.3952501 2.926924 3.671979 0.7640777 0.5605854 0.3149578 -0.1364319 0.3945353 0.03435787 6222.625
49782 0.389221 2.936879 3.668245 0.7611204 0.5517316 0.3485597 -0.1413184 0.3776037 0.01244896 6222.75
49783 0.3821512 2.948869 3.660771 0.7578687 0.5428075 0.3842135 -0.1461025 0.3618592 -0.008660761 6222.875
49784 0.3743453 2.962814 3.650945 0.7542391 0.5342101 0.4210347 -0.1506136 0.3466466 -0.02869478 6223
49785 0.3660916 2.978821 3.64161 0.7502233 0.5275362 0.4531588 -0.1547224 0.3312779 -0.04660081 6223.125
49786 0.3575055 2.996909 3.633573 0.7457712 0.5250269 0.480426 -0.1583856 0.3145041 -0.06188159 6223.25
49787 0.34873 3.017487 3.627116 0.7408765 0.5250453 0.4975508 -0.1616058 0.2961858 -0.07514403 6223.375
49788 0.3398861 3.040542 3.62231 0.7354946 0.5276602 0.5006307 -0.16445 0.276106 -0.08386227 6223.5
49789 0.3309567 3.065747 3.619195 0.729463 0.5336776 0.493984 -0.1669696 0.2542064 -0.09074213 6223.625
49790 0.3219658 3.090593 3.61686 0.7228948 0.5429329 0.4810118 -0.1691489 0.2307253 -0.0966524 6223.75
49791 0.3132017 3.112386 3.613088 0.7159596 0.5551277 0.4627014 -0.1711714 0.2060843 -0.1010733 6223.875
49792 0.3048006 3.130738 3.607504 0.7088163 0.5689895 0.4414611 -0.1730713 0.1800655 -0.1038043 6224
49793 0.2966583 3.14555 3.599484 0.7015966 0.5833212 0.4199114 -0.1747117 0.1527005 -0.1048752 6224.125
49794 0.2886778 3.157084 3.590079 0.6943665 0.5963889 0.4010286 -0.1758479 0.123198 -0.1042215 6224.25
49795 0.2810991 3.163217 3.579127 0.6871355 0.6073235 0.3872072 -0.1763652 0.09213141 -0.101743 6224.375
49796 0.2739959 3.165676 3.566075 0.6799368 0.6157963 0.3821474 -0.1762489 0.0598893 -0.09776001 6224.5
49797 0.267433 3.163902 3.55175 0.6728444 0.6220123 0.3823884 -0.1755615 0.02633944 -0.09218705 6224.625
49798 0.2614615 3.158483 3.53633 0.6659135 0.623174 0.3878725 -0.174374 -0.007724922 -0.08470196 6224.75
49799 0.2560245 3.14951 3.520806 0.6590916 0.6193395 0.3993811 -0.1727847 -0.04126567 -0.07499131 6224.875
49800 0.2510889 3.137572 3.504622 0.6524318 0.6117158 0.416824 -0.1708227 -0.073252 -0.06301206 6225
49801 0.2466506 3.123058 3.487609 0.6459833 0.6012383 0.4395958 -0.1685065 -0.1035423 -0.04821618 6225.125
49802 0.2427502 3.107214 3.469335 0.6397441 0.5883165 0.466842 -0.1659354 -0.1319063 -0.02992815 6225.25
49803 0.2395394 3.090699 3.449431 0.6337626 0.5736277 0.4976751 -0.1631662 -0.1582866 -0.006856438 6225.375
49804 0.2369727 3.073264 3.42732 0.6280738 0.5581732 0.5310115 -0.1602546 -0.1846717 0.02227074 6225.5
49805 0.2348469 3.054665 3.402156 0.6226288 0.5425618 0.5656489 -0.1572296 -0.2082185 0.05815943 6225.625
49806 0.2330869 3.035284 3.374166 0.617367 0.5273331 0.5994188 -0.1540445 -0.2264484 0.1017293 6225.75
49807 0.2316236 3.01531 3.342643 0.6123285 0.5117465 0.6316094 -0.1507854 -0.238851 0.1528352 6225.875
49808 0.2303385 2.99483 3.305769 0.6075663 0.4968683 0.6608601 -0.1475903 -0.2459429 0.2101895 6226
49809 0.2292123 2.973594 3.264699 0.6030352 0.4838498 0.6876251 -0.1445055 -0.2486426 0.2712288 6226.125
49810 0.2282961 2.951782 3.219261 0.5986962 0.4730242 0.7081084 -0.141527 -0.2479506 0.3331784 6226.25
49811 0.2276427 2.929697 3.172516 0.5946249 0.4639107 0.7185013 -0.1386763 -0.2438801 0.399819 6226.375
49812 0.2273078 2.907681 3.126429 0.5908387 0.4558213 0.7214686 -0.136 -0.2367666 0.4563198 6226.5
49813 0.2272934 2.885919 3.081681 0.5872791 0.448184 0.7201822 -0.1335706 -0.2271774 0.4980762 6226.625
49814 0.2275766 2.864531 3.041221 0.5838726 0.4409246 0.7144731 -0.1313323 -0.2159247 0.5259454 6226.75
49815 0.228115 2.84361 3.005418 0.580668 0.4339915 0.7055877 -0.1292185 -0.2038611 0.5339462 6226.875
49816 0.2288947 2.823163 2.978241 0.5776995 0.4274779 0.6941885 -0.1272049 -0.1920009 0.5295612 6227
49817 0.2298313 2.802869 2.959566 0.574908 0.4213174 0.6824701 -0.1252471 -0.1800091 0.5128409 6227.125
49818 0.2308703 2.782894 2.949014 0.5722409 0.4154369 0.6710102 -0.1233038 -0.1704902 0.4868565 6227.25
49819 0.2320026 2.763439 2.949205 0.5696651 0.4096733 0.6594338 -0.1213697 -0.1638322 0.4550646 6227.375
49820 0.2332617 2.744538 2.954476 0.5671543 0.4039743 0.6477076 -0.1194129 -0.1602016 0.4178546 6227.5
49821 0.2346267 2.726389 2.963144 0.5647018 0.398267 0.6357304 -0.1174318 -0.161243 0.3792493 6227.625
49822 0.23603 2.709104 2.976234 0.5623353 0.3924821 0.6226423 -0.1154441 -0.1647506 0.3449222 6227.75
49823 0.23746 2.692736 2.991051 0.5600957 0.3865436 0.6086697 -0.1134437 -0.1703492 0.3201802 6227.875
49824 0.2388906 2.677379 3.007634 0.5580455 0.380472 0.5946656 -0.1114361 -0.1781435 0.3105865 6228
49825 0.2402988 2.663085 3.025263 0.5561786 0.3744284 0.5814639 -0.1094619 -0.1879646 0.3093972 6228.125
49826 0.2416783 2.649923 3.043417 0.5544498 0.3683779 0.5682679 -0.1074851 -0.1995144 0.3110086 6228.25
49827 0.242988 2.63791 3.055985 0.5528302 0.3627806 0.5544348 -0.1054574 -0.2124295 0.3146659 6228.375
49828 0.2441553 2.627216 3.065114 0.5512885 0.3576902 0.5389773 -0.1034158 -0.2261641 0.3205388 6228.5
49829 0.2451934 2.617792 3.070599 0.5498586 0.3532714 0.5208797 -0.1012568 -0.2398104 0.3291048 6228.625
49830 0.2461672 2.609645 3.073509 0.5485229 0.3500557 0.4993067 -0.09894437 -0.2527926 0.3411712 6228.75
49831 0.2470646 2.602776 3.073707 0.5471859 0.3487989 0.4730473 -0.09644195 -0.2648527 0.356347 6228.875
49832 0.2478788 2.597025 3.070093 0.5458245 0.3493928 0.441834 -0.09373973 -0.2759076 0.3734719 6229
49833 0.2486044 2.592182 3.062292 0.5444492 0.3516903 0.4064109 -0.09085841 -0.2860627 0.3933196 6229.125
49834 0.2492605 2.5877 3.047916 0.5430685 0.3550759 0.3653091 -0.08780656 -0.2961351 0.4181553 6229.25
49835 0.249889 2.583288 3.027561 0.5416463 0.359767 0.3203151 -0.08461948 -0.3049583 0.4470939 6229.375
49836 0.2505018 2.578745 3.001013 0.5401765 0.3660016 0.271777 -0.08134008 -0.3113305 0.4791754 6229.5
49837 0.2510908 2.573851 2.966872 0.5386751 0.373173 0.2205169 -0.07801633 -0.315133 0.5132747 6229.625
49838 0.2516236 2.568447 2.927128 0.5371611 0.3807767 0.1670375 -0.07467236 -0.316871 0.5493116 6229.75
49839 0.2520882 2.562735 2.882448 0.5356693 0.3885549 0.1135344 -0.07132641 -0.3171675 0.5851447 6229.875
49840 0.2524789 2.556717 2.834171 0.5341707 0.3966893 0.06180701 -0.0679071 -0.3165579 0.621109 6230
49841 0.2527849 2.550399 2.778778 0.5327057 0.4052851 0.008282109 -0.06440706 -0.3154618 0.6553411 6230.125
49842 0.2530049 2.543867 2.723751 0.5312889 0.4143938 -0.04390759 -0.06081922 -0.3142326 0.6871598 6230.25
49843 0.2531562 2.537271 2.677894 0.52995 0.424003 -0.08676664 -0.05718886 -0.3130903 0.7142696 6230.375
49844 0.2532806 2.530796 2.652921 0.528689 0.4341913 -0.1157485 -0.05355431 -0.31224 0.7338105 6230.5
49845 0.2533157 2.524585 2.64413 0.5274993 0.4450991 -0.1248165 -0.0499761 -0.311865 0.744238 6230.625
49846 0.253238 2.518631 2.643477 0.5263856 0.4569042 -0.1208209 -0.04650025 -0.3121256 0.7428322 6230.75
49847 0.2530926 2.513095 2.64629 0.525355 0.4696889 -0.1095539 -0.04315779 -0.3129697 0.7354287 6230.875
49848 0.2529443 2.50805 2.651129 0.5243626 0.4832936 -0.08976693 -0.03996005 -0.3143427 0.723104 6231
49849 0.2528072 2.503647 2.658292 0.5234345 0.4976559 -0.0593307 -0.03690257 -0.3161215 0.7046657 6231.125
49850 0.2526762 2.500071 2.669009 0.5226068 0.5126611 -0.01903344 -0.03402064 -0.3179665 0.6796055 6231.25
49851 0.2525615 2.49761 2.684543 0.5218772 0.5282305 0.0297256 -0.03129399 -0.3197644 0.6488732 6231.375
49852 0.2524636 2.496443 2.706554 0.5212313 0.5443409 0.08443625 -0.02867644 -0.3215149 0.6126034 6231.5
49853 0.2524031 2.496408 2.735334 0.5206506 0.5608456 0.1427802 -0.0261538 -0.3230664 0.5709832 6231.625
49854 0.2523602 2.498444 2.771104 0.5201316 0.577594 0.2028613 -0.02373449 -0.3243032 0.5239834 6231.75
49855 0.2523288 2.502592 2.814675 0.5196817 0.5941129 0.2638217 -0.02141937 -0.3250885 0.4723725 6231.875
49856 0.2523109 2.508716 2.865649 0.5193521 0.6101322 0.3233451 -0.01919377 -0.3251412 0.4175219 6232
49857 0.2523155 2.517185 2.922681 0.5192198 0.6254899 0.3785847 -0.01705371 -0.3244247 0.3613158 6232.125
49858 0.2523756 2.527456 2.985033 0.5193278 0.6397487 0.4284517 -0.0149188 -0.3229415 0.3052922 6232.25
49859 0.2525048 2.539602 3.051045 0.5196893 0.6527386 0.4712096 -0.01290377 -0.320428 0.2509925 6232.375
49860 0.2527297 2.553333 3.117848 0.5203394 0.6641986 0.5052381 -0.01095994 -0.3170521 0.2020969 6232.5
49861 0.2530353 2.568429 3.185971 0.5212707 0.6743451 0.5314658 -0.00904761 -0.3137367 0.156031 6232.625
49862 0.2534014 2.584853 3.252343 0.5224664 0.6828972 0.5494038 -0.007152079 -0.3108723 0.1242406 6232.75
49863 0.2538179 2.60231 3.310462 0.5239056 0.6889732 0.5602544 -0.005251958 -0.3083867 0.1065033 6232.875
49864 0.2542749 2.620153 3.350257 0.5255606 0.6925669 0.5644946 -0.00333707 -0.3061806 0.1034679 6233
49865 0.2547771 2.638296 3.366935 0.5274366 0.6931881 0.5614475 -0.001366158 -0.3040775 0.1145232 6233.125
49866 0.2553163 2.656299 3.369544 0.5295441 0.6920542 0.5534591 0.0007422891 -0.3018567 0.1330916 6233.25
49867 0.2558756 2.673704 3.365004 0.5318844 0.6890208 0.5424482 0.003012877 -0.2994274 0.1604003 6233.375
49868 0.2564369 2.690311 3.355289 0.5344507 0.6846158 0.5268354 0.005396608 -0.29688 0.1919568 6233.5
49869 0.2570178 2.705785 3.339406 0.5372249 0.6798894 0.5076902 0.007755329 -0.2943248 0.2231941 6233.625
49870 0.25761 2.719991 3.317113 0.5401978 0.6754134 0.4863076 0.0100338 -0.291608 0.252402 6233.75
49871 0.2582207 2.732782 3.289885 0.543371 0.6715679 0.4646935 0.01219574 -0.2885343 0.2731774 6233.875
49872 0.2588601 2.744184 3.258916 0.5467492 0.6685227 0.4440294 0.01422821 -0.2851461 0.2807665 6234
49873 0.2595237 2.754382 3.22691 0.5503234 0.6663893 0.4246746 0.01611445 -0.2815111 0.2798111 6234.125
49874 0.2602328 2.763548 3.195967 0.554088 0.6657265 0.408906 0.01783533 -0.2776544 0.2724465 6234.25
49875 0.2609807 2.772041 3.167398 0.5580281 0.666279 0.3976775 0.01937697 -0.2735843 0.2569973 6234.375
49876 0.2617077 2.780247 3.141078 0.5621113 0.6676218 0.3914553 0.02073674 -0.269221 0.2340247 6234.5
49877 0.2623719 2.788419 3.115252 0.5663162 0.6698266 0.3877958 0.02182789 -0.2645456 0.2047669 6234.625
49878 0.2629601 2.796891 3.090004 0.5706112 0.6727819 0.3868709 0.02275211 -0.2595537 0.1698937 6234.75
49879 0.2634702 2.805925 3.069772 0.5749823 0.6763659 0.3885072 0.02362951 -0.2541199 0.1305214 6234.875
49880 0.2639213 2.815794 3.056575 0.5794274 0.680554 0.3924223 0.02439518 -0.2483274 0.08809742 6235
49881 0.2643278 2.826714 3.048084 0.5839538 0.6853041 0.3986381 0.02492182 -0.2422081 0.04391029 6235.125
49882 0.2646792 2.838862 3.042429 0.5885594 0.6905928 0.4067564 0.02517278 -0.2357371 -0.0009986374 6235.25
49883 0.2649797 2.85227 3.038862 0.5932306 0.6964437 0.4160442 0.02524015 -0.2289973 -0.04594987 6235.375
49884 0.2652473 2.866838 3.037324 0.5979464 0.7028471 0.4266757 0.02517985 -0.222171 -0.09020799 6235.5
49885 0.2655172 2.882418 3.037914 0.6026804 0.7098693 0.4371651 0.02499999 -0.2155198 -0.1329363 6235.625
49886 0.2658254 2.898718 3.041263 0.6074175 0.7174823 0.4444312 0.02469995 -0.2090865 -0.1735948 6235.75
49887 0.2661756 2.915411 3.047533 0.6121476 0.7255058 0.4466191 0.02427966 -0.2030742 -0.2108803 6235.875
49888 0.2665718 2.932221 3.055902 0.6168545 0.7340599 0.446068 0.02374696 -0.1976829 -0.245056 6236
49889 0.2670245 2.948843 3.065514 0.6215254 0.7432262 0.4436348 0.02310502 -0.1928588 -0.2757011 6236.125
49890 0.2675431 2.964989 3.075891 0.6261557 0.7533127 0.4395307 0.02232531 -0.1887393 -0.302372 6236.25
49891 0.2681298 2.980434 3.08646 0.6307323 0.7638212 0.4338759 0.02140027 -0.1853333 -0.3246051 6236.375
49892 0.2687884 2.995038 3.096479 0.635235 0.7745115 0.4265051 0.02033807 -0.1824995 -0.3422145 6236.5
