Time (s)	9.600000e+03	dt_sampled - EXTRA_TIME	3.600000e+03
 i	 Vol	 Z	 Uavg	 Vavg	 Wavg	 Urms	 Vrms	 Wrms	 UVmean	 UWmean	 VWmean
55	7.200313e+04	6.937585e+01	5.635249e+00	4.012272e-03	1.373571e-04	8.179737e-01	6.255043e-01	5.916327e-01	-2.239791e-02	-1.242639e-01	7.139344e-04
56	7.200341e+04	7.063453e+01	5.666054e+00	3.424524e-03	-1.703129e-04	8.118852e-01	6.198775e-01	5.881680e-01	-2.367012e-02	-1.196989e-01	5.434405e-04
57	7.200344e+04	7.189005e+01	5.694555e+00	2.727971e-03	1.716976e-04	8.060514e-01	6.143357e-01	5.853553e-01	-2.492094e-02	-1.155291e-01	4.280077e-04
58	7.200252e+04	7.313580e+01	5.721732e+00	1.962089e-03	-2.163503e-04	8.005360e-01	6.087714e-01	5.815992e-01	-2.570160e-02	-1.115359e-01	3.529651e-04
59	7.200253e+04	7.438148e+01	5.746035e+00	5.798481e-04	1.853115e-04	7.953885e-01	6.032224e-01	5.789283e-01	-2.589784e-02	-1.081306e-01	2.642625e-04
60	7.200269e+04	7.562762e+01	5.769827e+00	-1.378786e-03	-2.201203e-04	7.904031e-01	5.982244e-01	5.738276e-01	-2.594216e-02	-1.047781e-01	1.953199e-04
61	7.200242e+04	7.687481e+01	5.789690e+00	-3.218520e-03	5.815773e-05	7.854626e-01	5.929340e-01	5.714807e-01	-2.561077e-02	-1.025978e-01	3.531161e-06
62	7.191646e+04	7.813601e+01	5.809792e+00	-4.908991e-03	6.139551e-05	7.806609e-01	5.878907e-01	5.622592e-01	-2.504124e-02	-9.960988e-02	-2.326558e-04
63	7.191644e+04	7.938412e+01	5.825078e+00	-6.550296e-03	-8.616927e-04	7.766853e-01	5.832467e-01	5.621328e-01	-2.422184e-02	-9.912875e-02	-3.945369e-04
64	5.938594e+03	8.124998e+01	6.222377e+00	-5.788929e-02	-6.886049e-02	7.229258e-01	5.488746e-01	5.319667e-01	-6.534142e-02	-8.684271e-02	-1.285439e-02
