Time (s)	9.600000e+03	dt_sampled - EXTRA_TIME	3.600000e+03
 i	 Vol	 Z	 Uavg	 Vavg	 Wavg	 Urms	 Vrms	 Wrms	 UVmean	 UWmean	 VWmean
90	5.938597e+03	1.137499e+02	5.376077e+00	5.616719e-02	4.518069e-02	9.478762e-01	6.233593e-01	6.217619e-01	1.114396e-01	-1.754665e-01	5.474966e-03
91	1.380611e+05	1.137510e+02	5.600693e+00	5.194500e-02	-2.599051e-03	8.963442e-01	6.142466e-01	6.157697e-01	2.720066e-02	-1.867673e-01	4.180002e-04
92	5.938603e+03	1.162499e+02	5.421361e+00	4.896149e-02	4.946918e-02	9.306052e-01	6.194133e-01	6.224339e-01	1.066456e-01	-1.742243e-01	4.997163e-03
93	1.380610e+05	1.162507e+02	5.659860e+00	4.891823e-02	-1.617490e-03	8.860141e-01	6.113506e-01	6.158499e-01	2.560165e-02	-1.855013e-01	7.686643e-04
94	5.938597e+03	1.187499e+02	5.466502e+00	4.466650e-02	5.140555e-02	9.138638e-01	6.198701e-01	6.230305e-01	1.034916e-01	-1.730469e-01	3.662452e-03
95	1.380608e+05	1.187507e+02	5.719336e+00	4.716436e-02	-2.650179e-03	8.761337e-01	6.095437e-01	6.157822e-01	2.248006e-02	-1.847029e-01	1.058224e-03
96	5.938597e+03	1.212498e+02	5.513458e+00	3.700949e-02	5.418605e-02	8.995886e-01	6.226544e-01	6.230072e-01	1.028630e-01	-1.714154e-01	1.554932e-03
97	1.380609e+05	1.212507e+02	5.777990e+00	4.605254e-02	-1.951586e-03	8.673085e-01	6.089542e-01	6.151406e-01	1.908737e-02	-1.840745e-01	1.148883e-03
98	5.938597e+03	1.237499e+02	5.562789e+00	2.768672e-02	5.423667e-02	8.847440e-01	6.238759e-01	6.232098e-01	1.000921e-01	-1.710554e-01	1.594848e-05
99	1.380609e+05	1.237505e+02	5.836194e+00	4.692437e-02	-2.680807e-03	8.598643e-01	6.095255e-01	6.144579e-01	1.550021e-02	-1.838867e-01	1.312062e-03
100	5.938596e+03	1.262499e+02	5.612849e+00	1.979578e-02	5.559995e-02	8.704169e-01	6.232849e-01	6.226584e-01	9.599815e-02	-1.711659e-01	2.951413e-04
101	1.380609e+05	1.262508e+02	5.894276e+00	4.926412e-02	-2.108739e-03	8.532609e-01	6.107805e-01	6.137920e-01	1.331284e-02	-1.842262e-01	1.273137e-03
102	5.938604e+03	1.287500e+02	5.664664e+00	1.516050e-02	5.532615e-02	8.589358e-01	6.220055e-01	6.222375e-01	9.215134e-02	-1.711724e-01	1.300282e-03
103	1.380610e+05	1.287507e+02	5.951915e+00	5.213026e-02	-2.645356e-03	8.475093e-01	6.116896e-01	6.135315e-01	1.188212e-02	-1.849487e-01	9.664491e-04
104	5.938596e+03	1.312499e+02	5.721582e+00	1.185128e-02	5.627158e-02	8.496532e-01	6.240770e-01	6.221662e-01	8.815724e-02	-1.696265e-01	2.995630e-03
105	1.380610e+05	1.312504e+02	6.010297e+00	5.421918e-02	-2.216364e-03	8.437775e-01	6.134918e-01	6.132122e-01	9.829503e-03	-1.863336e-01	6.355021e-04
106	5.938596e+03	1.337498e+02	5.781469e+00	9.288302e-03	5.634210e-02	8.407078e-01	6.305506e-01	6.231986e-01	8.565160e-02	-1.677843e-01	5.002426e-03
107	1.380610e+05	1.337502e+02	6.068948e+00	5.567532e-02	-2.591905e-03	8.409098e-01	6.160954e-01	6.129331e-01	7.304403e-03	-1.882372e-01	2.180132e-04
108	5.938596e+03	1.362499e+02	5.842784e+00	5.425037e-03	5.753791e-02	8.331421e-01	6.374094e-01	6.239151e-01	8.580581e-02	-1.665877e-01	5.911563e-03
109	1.380610e+05	1.362511e+02	6.129611e+00	5.694377e-02	-2.362015e-03	8.376861e-01	6.185593e-01	6.125899e-01	5.199316e-03	-1.904957e-01	5.907159e-05
