"velocity"
"Time Step" "vx etc.."
("TimeStep" "vx(point-04-000625)" "vx(point-04-040000)" "vx(point-14-040000)" "vy(point-04-000625)" "vy(point-04-040000)" "vy(point-14-040000)" "vz(point-04-000625)" "vz(point-04-040000)" "vz(point-14-040000)" "flow-time")
65004 0.7232473 1.78029 2.267463 0.8584549 1.064736 0.6440139 -0.1206243 0.01950547 0.249357 8125.5
65005 0.7204992 1.779123 2.283536 0.8428769 1.068199 0.657211 -0.1200377 0.02180349 0.2445763 8125.625
65006 0.7173243 1.77787 2.29929 0.8277104 1.073974 0.6753851 -0.1196463 0.02614139 0.2360472 8125.75
65007 0.7137192 1.776547 2.314818 0.812993 1.081715 0.6982251 -0.1191721 0.03169706 0.2220798 8125.875
65008 0.7097934 1.77518 2.329815 0.7987955 1.090364 0.7255691 -0.1185136 0.03894982 0.2019922 8126
65009 0.705609 1.773431 2.344409 0.7851529 1.098893 0.7570752 -0.117491 0.04794933 0.1760946 8126.125
65010 0.7011534 1.771224 2.358468 0.7719111 1.106599 0.7913699 -0.1159631 0.05829254 0.1447059 8126.25
65011 0.6964526 1.768322 2.371732 0.7588591 1.112883 0.8274643 -0.1139918 0.06898479 0.1080467 8126.375
65012 0.6916887 1.765141 2.384413 0.7458828 1.117617 0.8649519 -0.111444 0.07926784 0.06614248 8126.5
65013 0.6869242 1.761989 2.395934 0.7331088 1.120839 0.9028723 -0.1079588 0.08920559 0.01929938 8126.625
65014 0.6822768 1.758999 2.405677 0.7210439 1.122792 0.9405302 -0.1033985 0.0999297 -0.03155984 8126.75
65015 0.6777275 1.756362 2.412963 0.7103174 1.123543 0.9769846 -0.09789173 0.1071883 -0.08575415 8126.875
65016 0.6731529 1.75416 2.41763 0.7009938 1.122762 1.011824 -0.09143744 0.1090769 -0.1412989 8127
65017 0.6685337 1.752108 2.420236 0.6930197 1.120024 1.044816 -0.08371023 0.1051795 -0.1961688 8127.125
65018 0.6638669 1.75071 2.421512 0.686496 1.115335 1.075818 -0.07428301 0.09623023 -0.2493361 8127.25
65019 0.6592326 1.749902 2.421922 0.6814613 1.108986 1.10505 -0.06380607 0.07932813 -0.3027657 8127.375
65020 0.6547303 1.750654 2.421634 0.6776364 1.101587 1.132326 -0.05296982 0.05693026 -0.3467538 8127.5
65021 0.6503003 1.753178 2.420722 0.6749142 1.093307 1.157876 -0.04216848 0.03070978 -0.3747965 8127.625
65022 0.6458073 1.75731 2.419088 0.6730937 1.084126 1.181533 -0.03146557 0.001654713 -0.388797 8127.75
65023 0.6410745 1.763021 2.417995 0.6719816 1.074033 1.203518 -0.02086452 -0.03052783 -0.3948473 8127.875
65024 0.6357806 1.769897 2.418292 0.6720264 1.063032 1.224137 -0.01059763 -0.0654855 -0.3928019 8128
65025 0.6299348 1.777549 2.420342 0.6735346 1.05161 1.239983 -0.0007857265 -0.1028224 -0.3871616 8128.125
65026 0.6239253 1.786804 2.423935 0.6759441 1.040032 1.251171 0.008413202 -0.1442301 -0.3798572 8128.25
65027 0.6180256 1.798239 2.428584 0.6788459 1.028584 1.258659 0.01669087 -0.1864438 -0.3696663 8128.375
65028 0.6123661 1.811948 2.434577 0.682088 1.017723 1.263136 0.02381247 -0.2268561 -0.3568183 8128.5
65029 0.6069005 1.827785 2.44172 0.6856846 1.007597 1.264481 0.02880984 -0.2642994 -0.3422922 8128.625
65030 0.6017568 1.845803 2.450064 0.6900634 0.9982477 1.260076 0.03171798 -0.298344 -0.3267418 8128.75
65031 0.5971202 1.865746 2.460209 0.6950926 0.9894862 1.253767 0.03314827 -0.3283198 -0.310467 8128.875
65032 0.592952 1.887118 2.472302 0.7001095 0.981158 1.247232 0.03425773 -0.3535011 -0.2937157 8129
65033 0.589207 1.909509 2.486303 0.7048071 0.9732426 1.240283 0.03524079 -0.3709612 -0.2771086 8129.125
65034 0.5858683 1.93241 2.502026 0.709022 0.9661172 1.232811 0.03608537 -0.380731 -0.2609378 8129.25
65035 0.5829142 1.955539 2.51928 0.713266 0.9599908 1.225655 0.03674959 -0.3860976 -0.2450398 8129.375
65036 0.5804257 1.978216 2.537325 0.7169966 0.95439 1.220325 0.03678205 -0.3889184 -0.2280139 8129.5
65037 0.5783765 2.000049 2.555804 0.7194861 0.9490204 1.21728 0.03591337 -0.3905032 -0.2130323 8129.625
65038 0.5766416 2.020919 2.576136 0.7202506 0.942697 1.216771 0.03412595 -0.3913117 -0.2009378 8129.75
65039 0.5751123 2.040601 2.597322 0.7195584 0.9356987 1.218767 0.03153715 -0.3915935 -0.19058 8129.875
65040 0.5737672 2.058744 2.617993 0.7171341 0.928144 1.223125 0.02842216 -0.3924126 -0.1817793 8130
65041 0.5726925 2.075523 2.63637 0.7129647 0.9200365 1.228398 0.02499378 -0.3930839 -0.1780601 8130.125
65042 0.5718573 2.091292 2.651449 0.707603 0.9115278 1.234235 0.02129851 -0.3934217 -0.1770681 8130.25
65043 0.5712276 2.106687 2.660374 0.7012734 0.9026023 1.240262 0.01733321 -0.3933549 -0.177127 8130.375
65044 0.5707659 2.121794 2.665593 0.6938976 0.8932302 1.243192 0.01314345 -0.3929166 -0.1776585 8130.5
65045 0.5703122 2.135441 2.668902 0.6853755 0.8836181 1.244154 0.008687737 -0.3917798 -0.1786221 8130.625
65046 0.5697891 2.147158 2.670571 0.6757782 0.8739228 1.244339 0.003916341 -0.3880249 -0.1803258 8130.75
65047 0.5691512 2.157366 2.671294 0.6652064 0.8646468 1.245771 -0.001156729 -0.3807629 -0.1819519 8130.875
65048 0.5683494 2.166018 2.671459 0.6536767 0.8557824 1.246572 -0.006422759 -0.3711354 -0.1826759 8131
65049 0.5673035 2.173078 2.669577 0.6411557 0.8474076 1.246693 -0.0118103 -0.3594856 -0.1819366 8131.125
65050 0.5660935 2.178895 2.666014 0.6276118 0.8395007 1.246768 -0.01729106 -0.3454483 -0.1791085 8131.25
65051 0.5647904 2.183613 2.660176 0.6131796 0.8322001 1.247201 -0.02282247 -0.3283784 -0.1741057 8131.375
65052 0.5634614 2.187816 2.651946 0.5979788 0.8256735 1.248999 -0.02833672 -0.3081491 -0.1667528 8131.5
65053 0.5621102 2.191581 2.641714 0.5822074 0.8201671 1.252432 -0.03374058 -0.2851052 -0.1567398 8131.625
65054 0.56071 2.194789 2.629562 0.5660974 0.815952 1.257565 -0.03894591 -0.259053 -0.1469817 8131.75
65055 0.5591561 2.19754 2.615898 0.5496948 0.8133296 1.26461 -0.04396921 -0.2300246 -0.1379664 8131.875
65056 0.557404 2.199676 2.600928 0.5330722 0.8128207 1.273537 -0.04895155 -0.1983533 -0.1294554 8132
65057 0.5554191 2.200831 2.585072 0.5163246 0.8145438 1.284545 -0.05379567 -0.1645197 -0.1222952 8132.125
65058 0.5532336 2.200547 2.568019 0.4996658 0.8179938 1.297308 -0.0581881 -0.1291364 -0.1170972 8132.25
65059 0.5509124 2.199336 2.549549 0.4832296 0.8230627 1.311248 -0.06205642 -0.09323546 -0.1142214 8132.375
65060 0.5484968 2.197591 2.529873 0.4670649 0.8290085 1.325402 -0.06536706 -0.05723398 -0.1141761 8132.5
65061 0.5459855 2.195735 2.50947 0.4512258 0.8357189 1.340001 -0.06813698 -0.02219547 -0.1175529 8132.625
65062 0.5433618 2.193756 2.489119 0.4358211 0.8436455 1.354364 -0.07039551 0.01151948 -0.1245788 8132.75
65063 0.5407078 2.191588 2.469465 0.4209121 0.8526098 1.366575 -0.0723397 0.04023136 -0.1352612 8132.875
65064 0.538092 2.189059 2.450982 0.4064534 0.8624596 1.375866 -0.0741419 0.06051032 -0.1496703 8133
65065 0.535521 2.186212 2.43426 0.3924046 0.8729385 1.381754 -0.07553212 0.06705122 -0.1676095 8133.125
65066 0.5329916 2.182939 2.41945 0.3787833 0.8837891 1.38326 -0.07630878 0.06691678 -0.1887955 8133.25
65067 0.5304769 2.179437 2.406419 0.3656975 0.8942711 1.382547 -0.07653386 0.06298988 -0.2125814 8133.375
65068 0.5279526 2.175589 2.395123 0.3531955 0.9039294 1.38036 -0.07630522 0.05572231 -0.2379233 8133.5
65069 0.5254465 2.17148 2.385106 0.3412817 0.9122726 1.376864 -0.07569017 0.04498935 -0.2633676 8133.625
65070 0.5229376 2.167265 2.376588 0.3297627 0.919426 1.371681 -0.07470241 0.03052821 -0.2883993 8133.75
65071 0.5204065 2.1627 2.369126 0.3184671 0.925645 1.364526 -0.0732704 0.01216577 -0.3146923 8133.875
65072 0.5178505 2.158003 2.362653 0.3075821 0.9310174 1.355327 -0.07148316 -0.009858442 -0.3375497 8134
65073 0.5152787 2.153123 2.357344 0.2973579 0.9359986 1.344064 -0.06936527 -0.03521999 -0.355358 8134.125
65074 0.5126776 2.147919 2.353429 0.2879133 0.9403542 1.330854 -0.06693185 -0.06357657 -0.3706141 8134.25
65075 0.5100359 2.1422 2.350711 0.2793067 0.9442528 1.31577 -0.06422684 -0.09435567 -0.3806631 8134.375
65076 0.507386 2.135945 2.348584 0.2715763 0.947961 1.298479 -0.06127968 -0.1272039 -0.3870756 8134.5
65077 0.5047423 2.128385 2.346764 0.264727 0.951652 1.278592 -0.05809219 -0.1614875 -0.3935132 8134.625
65078 0.5021077 2.120612 2.344748 0.2587052 0.9552841 1.256024 -0.05464486 -0.1964594 -0.3990907 8134.75
65079 0.4994838 2.112997 2.34234 0.2534071 0.9589152 1.230708 -0.05091471 -0.2312985 -0.4031657 8134.875
65080 0.4968675 2.105952 2.339349 0.2488018 0.9629155 1.202333 -0.04687769 -0.2650752 -0.4060569 8135
65081 0.4942839 2.099659 2.335129 0.244943 0.9671369 1.170891 -0.04253801 -0.2970134 -0.4089274 8135.125
65082 0.4917843 2.094135 2.329326 0.2419457 0.9717698 1.136344 -0.03789657 -0.326939 -0.4121165 8135.25
65083 0.4893959 2.091401 2.322135 0.2400581 0.9775889 1.09885 -0.03294513 -0.3539277 -0.4155162 8135.375
65084 0.4871217 2.092337 2.313426 0.2393129 0.9842217 1.058732 -0.02766626 -0.3781877 -0.4190401 8135.5
65085 0.484984 2.096089 2.302989 0.239502 0.9908105 1.016334 -0.02206602 -0.3977258 -0.4226985 8135.625
65086 0.4829956 2.102416 2.290782 0.2405318 0.9976865 0.9718669 -0.01614312 -0.4123882 -0.4263655 8135.75
65087 0.4811216 2.111417 2.27673 0.2423687 1.003969 0.9256974 -0.009903165 -0.4218364 -0.4301499 8135.875
65088 0.4793687 2.123633 2.260928 0.2450028 1.009743 0.8784052 -0.00335311 -0.4272511 -0.433916 8136
65089 0.4777721 2.139461 2.243824 0.2484486 1.014577 0.8308622 0.003497269 -0.429094 -0.4370062 8136.125
65090 0.4763796 2.158996 2.225326 0.252739 1.019034 0.7836281 0.01062219 -0.4281314 -0.438685 8136.25
65091 0.4752099 2.182124 2.206208 0.2578968 1.023164 0.7372105 0.01799578 -0.4242891 -0.4385487 8136.375
65092 0.4742705 2.208716 2.186887 0.2639993 1.026355 0.6942746 0.02557848 -0.4179623 -0.4366272 8136.5
65093 0.4736259 2.237954 2.167813 0.2711246 1.027612 0.6565104 0.03336156 -0.4098421 -0.4327816 8136.625
65094 0.4732654 2.268944 2.149684 0.2793368 1.027075 0.623494 0.04131447 -0.4009382 -0.4273567 8136.75
65095 0.4731734 2.300502 2.132328 0.2886475 1.024831 0.5964605 0.04939708 -0.3921745 -0.4193725 8136.875
65096 0.4733391 2.331545 2.117868 0.2990567 1.021405 0.5780158 0.05757792 -0.3848175 -0.4094283 8137
65097 0.4738402 2.361644 2.106433 0.3106014 1.017182 0.5685617 0.06584052 -0.3790776 -0.3978745 8137.125
65098 0.4747399 2.388964 2.101831 0.3233842 1.012003 0.5692548 0.07415967 -0.3764889 -0.3845746 8137.25
65099 0.4760032 2.41289 2.104465 0.3374001 1.005623 0.575812 0.08248664 -0.3779924 -0.3701708 8137.375
65100 0.4775993 2.433216 2.114749 0.352616 0.9982893 0.5873432 0.09074501 -0.3832259 -0.3567224 8137.5
65101 0.4795368 2.45053 2.131734 0.3690605 0.9904834 0.6037471 0.09896471 -0.3928075 -0.3464594 8137.625
65102 0.4818022 2.46496 2.155124 0.3867791 0.9827577 0.6248018 0.1073133 -0.4069241 -0.3439813 8137.75
65103 0.484255 2.476568 2.184576 0.4057093 0.9751863 0.6496395 0.1156927 -0.4242613 -0.3470782 8137.875
65104 0.486882 2.485005 2.220118 0.4257423 0.9703173 0.6778518 0.1236298 -0.4440228 -0.3578397 8138
65105 0.4897169 2.4901 2.26135 0.4468445 0.9694615 0.7091771 0.1308374 -0.4656577 -0.3734994 8138.125
65106 0.4928584 2.491978 2.308777 0.4690721 0.9729948 0.7434246 0.1374348 -0.4891793 -0.391098 8138.25
65107 0.496225 2.491006 2.361492 0.4922747 0.9837421 0.7797536 0.1434969 -0.5138226 -0.4028336 8138.375
65108 0.4997472 2.488046 2.418614 0.5164191 0.9991477 0.8173739 0.1489676 -0.5383493 -0.4097766 8138.5
65109 0.5033661 2.483711 2.478693 0.541565 1.018155 0.8554773 0.1538017 -0.5617094 -0.4118428 8138.625
65110 0.5070257 2.478052 2.541667 0.5677066 1.040613 0.8929811 0.1580648 -0.5829522 -0.4111437 8138.75
65111 0.510669 2.47108 2.606062 0.5947177 1.066951 0.9309074 0.1615109 -0.6014763 -0.4087766 8138.875
65112 0.514254 2.462672 2.667099 0.6224768 1.097605 0.9628883 0.1640061 -0.6171448 -0.4045797 8139
65113 0.5177693 2.452497 2.721283 0.6508305 1.132894 0.9872872 0.1655719 -0.6295804 -0.3984277 8139.125
65114 0.5212615 2.440242 2.767164 0.6796789 1.172923 1.002943 0.1661214 -0.6372703 -0.3917685 8139.25
65115 0.5247426 2.425836 2.805315 0.7091512 1.216638 1.01145 0.1657188 -0.6405385 -0.3838659 8139.375
65116 0.5279648 2.409633 2.831613 0.7391633 1.262666 1.013991 0.1644059 -0.6395702 -0.3736257 8139.5
65117 0.5312045 2.392868 2.845053 0.7696131 1.309187 1.012976 0.1621326 -0.6358904 -0.3611943 8139.625
65118 0.5346404 2.376483 2.848435 0.800392 1.355088 1.010424 0.1586498 -0.6299962 -0.3458287 8139.75
65119 0.5384079 2.361302 2.846777 0.8313908 1.399243 1.007083 0.1536012 -0.6225305 -0.3289087 8139.875
65120 0.5424282 2.347674 2.841341 0.862819 1.439656 1.004627 0.147337 -0.6143547 -0.310554 8140
65121 0.546411 2.336133 2.832624 0.894704 1.475868 1.003811 0.1403969 -0.6065399 -0.2917889 8140.125
65122 0.5505456 2.327007 2.821039 0.9272254 1.506431 1.005122 0.1328788 -0.6001843 -0.2739373 8140.25
65123 0.5550019 2.32004 2.80677 0.9600845 1.527422 1.008797 0.1247668 -0.5970418 -0.2566566 8140.375
65124 0.5600255 2.314645 2.791223 0.992815 1.539632 1.01432 0.1159134 -0.5986078 -0.2399235 8140.5
65125 0.5655196 2.310207 2.77386 1.025548 1.54706 1.021154 0.1062707 -0.6057463 -0.224002 8140.625
65126 0.5714534 2.306318 2.754348 1.057532 1.551374 1.028912 0.09575429 -0.6182374 -0.2086531 8140.75
65127 0.5778903 2.302603 2.732292 1.088318 1.553439 1.036929 0.08439901 -0.6374021 -0.1934469 8140.875
65128 0.5849109 2.299144 2.707038 1.117461 1.554147 1.042343 0.07048377 -0.6631012 -0.177131 8141
65129 0.592756 2.296137 2.678318 1.144942 1.554009 1.044629 0.05493826 -0.6919129 -0.158414 8141.125
65130 0.6015776 2.29345 2.645807 1.170973 1.55362 1.043151 0.03944056 -0.7214075 -0.1365923 8141.25
65131 0.6112705 2.291757 2.609092 1.195204 1.553192 1.037858 0.02527814 -0.7490743 -0.1110315 8141.375
65132 0.621785 2.2919 2.568823 1.217048 1.551886 1.03076 0.0132709 -0.7730349 -0.08101674 8141.5
65133 0.6333107 2.294486 2.525733 1.236544 1.549574 1.022209 0.003653915 -0.7924586 -0.04684971 8141.625
65134 0.6455898 2.299614 2.480749 1.254263 1.546813 1.012551 -0.003877873 -0.8028117 -0.009237243 8141.75
65135 0.6582231 2.306718 2.435303 1.270226 1.54393 1.002784 -0.007054818 -0.8108326 0.03162735 8141.875
65136 0.6714463 2.314493 2.387531 1.284231 1.540963 0.9934784 -0.006603946 -0.8175673 0.0753437 8142
65137 0.6852651 2.324381 2.341438 1.296697 1.538678 0.9848946 -0.004894924 -0.8225552 0.1211186 8142.125
65138 0.6996095 2.332121 2.301811 1.307712 1.537555 0.9777089 -0.0040782 -0.8214736 0.1675625 8142.25
65139 0.7144904 2.335906 2.268227 1.317516 1.537074 0.9735825 -0.002911083 -0.8141891 0.2125771 8142.375
65140 0.7298489 2.335782 2.242883 1.326677 1.536877 0.9722893 -0.0007610973 -0.8031654 0.2544554 8142.5
65141 0.7455617 2.33155 2.229924 1.335553 1.536866 0.9726639 0.003543685 -0.7891605 0.2928338 8142.625
65142 0.761339 2.321292 2.226515 1.344244 1.537875 0.9744827 0.009580916 -0.7722719 0.3254274 8142.75
65143 0.7770253 2.306375 2.230168 1.352868 1.540371 0.9787186 0.01609817 -0.7519963 0.3514047 8142.875
65144 0.7925417 2.288403 2.238451 1.361921 1.544286 0.9860228 0.02260659 -0.7279246 0.3703027 8143
65145 0.8083663 2.267308 2.249456 1.371638 1.549533 0.9956463 0.02966785 -0.7001001 0.37729 8143.125
65146 0.8234296 2.242972 2.263667 1.382178 1.555778 1.008099 0.03713208 -0.668667 0.3773045 8143.25
65147 0.8380024 2.217144 2.280931 1.393463 1.562704 1.023142 0.04430909 -0.6337233 0.3707566 8143.375
65148 0.8507171 2.191324 2.301068 1.405047 1.56967 1.040845 0.05076641 -0.5954759 0.3590958 8143.5
65149 0.8608866 2.166221 2.322981 1.41705 1.575647 1.060561 0.0560528 -0.5542732 0.3437869 8143.625
65150 0.8691754 2.1422 2.346133 1.429731 1.580598 1.079428 0.05993417 -0.5104842 0.3258598 8143.75
65151 0.8762181 2.121627 2.369761 1.44311 1.583413 1.093815 0.06178734 -0.4646716 0.3061929 8143.875
65152 0.8822915 2.105227 2.394616 1.45677 1.583421 1.101898 0.06255446 -0.4169512 0.2853177 8144
65153 0.8876985 2.092664 2.421 1.470008 1.580323 1.100602 0.06226275 -0.3677234 0.2642547 8144.125
65154 0.8926018 2.084276 2.448312 1.482806 1.5748 1.093104 0.06080628 -0.3173451 0.2444404 8144.25
65155 0.8967864 2.080016 2.476819 1.49494 1.567065 1.081098 0.05836508 -0.265885 0.2266749 8144.375
65156 0.8997909 2.077809 2.505461 1.506754 1.556663 1.063236 0.05475579 -0.2136681 0.212332 8144.5
65157 0.9017162 2.076715 2.53399 1.518229 1.542965 1.039223 0.04984127 -0.1607758 0.2016816 8144.625
65158 0.9027935 2.076852 2.562254 1.52913 1.528441 1.008958 0.04360719 -0.1069446 0.1942264 8144.75
65159 0.9032513 2.076415 2.590226 1.539387 1.514463 0.9734496 0.03611616 -0.05195637 0.1899578 8144.875
65160 0.9032351 2.073996 2.617485 1.548927 1.502459 0.9338131 0.02735973 0.003578027 0.1856041 8145
65161 0.9024138 2.068809 2.64437 1.557765 1.493085 0.8908513 0.01753242 0.05926086 0.1804727 8145.125
65162 0.9006717 2.060775 2.671436 1.566236 1.486223 0.8456043 0.006848511 0.1142321 0.1749777 8145.25
65163 0.8983184 2.049518 2.698419 1.57477 1.484992 0.7997835 -0.004409244 0.1674068 0.1689335 8145.375
65164 0.8950128 2.033642 2.724143 1.583521 1.48785 0.755796 -0.01762981 0.2177235 0.1621892 8145.5
65165 0.8905957 2.013603 2.747964 1.592738 1.494841 0.7118502 -0.03332554 0.264045 0.153943 8145.625
65166 0.8848577 1.98902 2.769709 1.602826 1.506389 0.675635 -0.04953843 0.3056584 0.143973 8145.75
65167 0.8777134 1.959801 2.789955 1.613923 1.521897 0.6487581 -0.06512111 0.3388723 0.131533 8145.875
65168 0.8685272 1.926785 2.807769 1.625283 1.541858 0.6324241 -0.07968534 0.3636365 0.1164419 8146
65169 0.8569556 1.891383 2.822468 1.637606 1.566222 0.6286232 -0.09323648 0.3792339 0.0985884 8146.125
65170 0.843803 1.854419 2.834906 1.651355 1.593886 0.6308969 -0.1056945 0.3856045 0.07743395 8146.25
65171 0.8298208 1.815455 2.844946 1.66664 1.625018 0.6377503 -0.1168259 0.3824696 0.05226701 8146.375
65172 0.8155357 1.776188 2.85305 1.683436 1.657147 0.6493457 -0.1266404 0.3743376 0.0232682 8146.5
65173 0.8011817 1.738014 2.860074 1.701571 1.688431 0.6641933 -0.1353927 0.3627893 -0.009452639 8146.625
65174 0.7867131 1.698341 2.865697 1.720788 1.716463 0.6804175 -0.1418948 0.3507998 -0.04581508 8146.75
65175 0.772475 1.66122 2.870702 1.740907 1.74018 0.6965027 -0.145241 0.3398087 -0.08580049 8146.875
65176 0.7589034 1.632623 2.875419 1.761895 1.759068 0.713809 -0.1462517 0.3305113 -0.1281846 8147
65177 0.7484261 1.615462 2.880281 1.783839 1.770903 0.7238232 -0.1457696 0.32635 -0.1719289 8147.125
65178 0.7406535 1.608374 2.884735 1.806492 1.773488 0.7241803 -0.1445227 0.3269779 -0.2161607 8147.25
65179 0.7341411 1.60818 2.888257 1.829521 1.76799 0.7142352 -0.1433262 0.3310203 -0.2598125 8147.375
65180 0.7288002 1.614081 2.891172 1.853395 1.753276 0.6922272 -0.143917 0.3376926 -0.3017356 8147.5
65181 0.7249986 1.623273 2.892762 1.877633 1.7304 0.6627373 -0.1460921 0.3470619 -0.3402972 8147.625
65182 0.7232865 1.635151 2.891997 1.900921 1.703957 0.6277289 -0.1493235 0.3597808 -0.3745862 8147.75
65183 0.7250562 1.651991 2.889263 1.921719 1.676489 0.5874295 -0.153085 0.375921 -0.4034852 8147.875
65184 0.7316191 1.668913 2.882574 1.936555 1.648927 0.5446983 -0.156987 0.3959343 -0.4253777 8148
65185 0.7432113 1.684352 2.872224 1.945743 1.621322 0.5008554 -0.1606741 0.4193899 -0.4393063 8148.125
65186 0.7592614 1.696324 2.857869 1.95057 1.596128 0.4561051 -0.163883 0.4456203 -0.4451107 8148.25
65187 0.7791185 1.704515 2.839446 1.952376 1.575196 0.4182127 -0.1668059 0.4740555 -0.4432683 8148.375
65188 0.8018391 1.707817 2.817201 1.95193 1.560314 0.3909359 -0.1696528 0.5040004 -0.4344529 8148.5
65189 0.8264896 1.706144 2.791472 1.949484 1.552293 0.3778061 -0.1725809 0.5349964 -0.4192793 8148.625
65190 0.8518803 1.700059 2.762311 1.945215 1.550007 0.3736596 -0.1758618 0.5675229 -0.39855 8148.75
65191 0.8769161 1.689432 2.730365 1.939453 1.552251 0.3770611 -0.1795722 0.6028674 -0.37308 8148.875
65192 0.9010026 1.674273 2.696515 1.932666 1.56011 0.3879686 -0.1837772 0.6363617 -0.3434935 8149
65193 0.9238532 1.655081 2.661383 1.924586 1.571905 0.4069763 -0.1885474 0.6661999 -0.310477 8149.125
65194 0.9451115 1.632263 2.625908 1.914847 1.585667 0.4342161 -0.1938464 0.6927604 -0.2742381 8149.25
65195 0.9644186 1.606445 2.589682 1.903377 1.601601 0.4694884 -0.199467 0.7166016 -0.2348839 8149.375
65196 0.9815965 1.577982 2.55308 1.889622 1.618872 0.5118647 -0.2048556 0.7361814 -0.1931246 8149.5
65197 0.9961372 1.548256 2.517043 1.873862 1.634765 0.5597361 -0.2098311 0.7475743 -0.1474573 8149.625
65198 1.007668 1.518652 2.482115 1.856297 1.648149 0.6114873 -0.2138427 0.7547458 -0.09863042 8149.75
65199 1.016016 1.489997 2.448797 1.837389 1.657881 0.6659957 -0.2164399 0.7600992 -0.0515583 8149.875
65200 1.021317 1.462167 2.417602 1.818115 1.660572 0.7210592 -0.2177139 0.7639458 -0.009076061 8150
65201 1.023875 1.437294 2.387849 1.799188 1.660971 0.7760758 -0.2178501 0.7653801 0.02703322 8150.125
65202 1.02376 1.415565 2.359152 1.78087 1.656969 0.8300012 -0.2169774 0.7643151 0.05670502 8150.25
65203 1.020808 1.39678 2.331713 1.763212 1.649673 0.8820717 -0.2152629 0.7607585 0.08078758 8150.375
65204 1.015105 1.380737 2.305789 1.746329 1.639373 0.931583 -0.2127722 0.754927 0.1001887 8150.5
65205 1.006932 1.367497 2.28052 1.730186 1.626607 0.9790251 -0.2094361 0.7475106 0.114731 8150.625
65206 0.9966989 1.360119 2.256119 1.714794 1.611626 1.023829 -0.2053536 0.7393322 0.1244279 8150.75
65207 0.9849406 1.357555 2.233623 1.700236 1.59418 1.065723 -0.200636 0.7306039 0.1293035 8150.875
65208 0.9723464 1.356734 2.215384 1.686321 1.574188 1.104547 -0.1952085 0.7213374 0.1293415 8151
65209 0.9595373 1.356544 2.202684 1.672821 1.552378 1.140688 -0.1892904 0.7116677 0.1245533 8151.125
65210 0.9471694 1.356682 2.194849 1.65946 1.529162 1.174534 -0.1831903 0.7019213 0.1157042 8151.25
65211 0.935499 1.357054 2.189848 1.646253 1.504863 1.206673 -0.1770824 0.6921985 0.1038146 8151.375
65212 0.9246873 1.358188 2.186557 1.633426 1.480163 1.23769 -0.1711736 0.6820596 0.09001999 8151.5
65213 0.9148651 1.361148 2.184618 1.621113 1.455396 1.268599 -0.1655712 0.6703218 0.07501617 8151.625
65214 0.9061907 1.365308 2.183985 1.609502 1.430582 1.300908 -0.1602974 0.6559737 0.05938161 8151.75
65215 0.8987219 1.369935 2.183318 1.598559 1.405373 1.335694 -0.1560287 0.6384884 0.04374997 8151.875
65216 0.8925281 1.374648 2.184214 1.588583 1.379431 1.373882 -0.1532403 0.6176441 0.02882634 8152
65217 0.8876742 1.378861 2.18776 1.579662 1.352312 1.416224 -0.1514574 0.5938201 0.01454235 8152.125
65218 0.8840757 1.382453 2.193661 1.571784 1.32512 1.462641 -0.1505196 0.5672473 0.001816014 8152.25
65219 0.8817369 1.385575 2.201811 1.564908 1.297973 1.512402 -0.1504009 0.5383778 -0.008969021 8152.375
65220 0.8804081 1.388377 2.211748 1.559171 1.27097 1.564344 -0.1507318 0.5072364 -0.01745845 8152.5
65221 0.8800707 1.391034 2.224052 1.55446 1.243981 1.617065 -0.1510628 0.4728337 -0.0231271 8152.625
65222 0.8807942 1.393903 2.23878 1.550161 1.217013 1.669411 -0.1517463 0.4323895 -0.02672721 8152.75
65223 0.8822283 1.397265 2.255816 1.54681 1.18996 1.720659 -0.1525264 0.3873894 -0.02900653 8152.875
65224 0.8835666 1.401297 2.274715 1.544618 1.163139 1.768513 -0.1530107 0.3401673 -0.03041745 8153
65225 0.884629 1.406168 2.295099 1.543621 1.137061 1.810708 -0.1530592 0.2926426 -0.03149492 8153.125
65226 0.885065 1.41221 2.31668 1.543509 1.112078 1.851449 -0.1526117 0.2459747 -0.03127322 8153.25
65227 0.8848663 1.419327 2.33531 1.544194 1.088233 1.88369 -0.1516805 0.2015361 -0.02881698 8153.375
65228 0.883807 1.427246 2.349967 1.545652 1.066125 1.902934 -0.150301 0.1602719 -0.02761532 8153.5
65229 0.8808603 1.435682 2.360912 1.548516 1.046715 1.911617 -0.1483476 0.1226217 -0.02787679 8153.625
65230 0.8765718 1.443892 2.36518 1.552204 1.030701 1.908469 -0.1456894 0.0884011 -0.0265834 8153.75
65231 0.8713163 1.451625 2.365122 1.556192 1.017884 1.89367 -0.1423218 0.05830272 -0.023007 8153.875
65232 0.8652226 1.459789 2.360976 1.560817 1.007496 1.874131 -0.1382498 0.03377699 -0.0189754 8154
65233 0.8583819 1.468819 2.352455 1.566002 0.9992218 1.852268 -0.1335732 0.01725794 -0.01504396 8154.125
65234 0.8506303 1.478696 2.340289 1.571996 0.993388 1.826255 -0.1285608 0.00893503 -0.0110453 8154.25
65235 0.8419203 1.488932 2.324477 1.578684 0.9896482 1.79625 -0.1233374 0.007371291 -0.006449854 8154.375
65236 0.8312548 1.499154 2.307205 1.585874 0.9875966 1.763442 -0.1177918 0.01124411 -0.001175746 8154.5
