"velocity"
"Time Step" "vx etc.."
("TimeStep" "vx(point-04-000625)" "vx(point-04-040000)" "vx(point-14-040000)" "vy(point-04-000625)" "vy(point-04-040000)" "vy(point-14-040000)" "vz(point-04-000625)" "vz(point-04-040000)" "vz(point-14-040000)" "flow-time")
73010 0.4611044 1.592894 1.447477 0.0173283 1.294103 0.9215223 -0.1311031 -0.09288926 0.3615847 9126.25
73011 0.4563504 1.604696 1.433878 0.02066349 1.266081 0.9356382 -0.1340109 -0.09892446 0.323761 9126.375
73012 0.4514696 1.615319 1.421526 0.02408405 1.236287 0.9503 -0.1367489 -0.1052588 0.2867801 9126.5
73013 0.4464973 1.624664 1.410608 0.02757322 1.204257 0.9651659 -0.139322 -0.1114556 0.2508042 9126.625
73014 0.4414488 1.632747 1.401029 0.03113356 1.169646 0.9798883 -0.14175 -0.1172763 0.2157387 9126.75
73015 0.4363292 1.639206 1.392913 0.03478908 1.132053 0.9941797 -0.1440596 -0.1224151 0.1813595 9126.875
73016 0.4311416 1.643995 1.386361 0.03855088 1.09095 1.007328 -0.1462154 -0.1262893 0.1479437 9127
73017 0.42588 1.647402 1.381317 0.04241455 1.046171 1.017648 -0.14821 -0.1280669 0.1161482 9127.125
73018 0.4205694 1.649562 1.377576 0.04637465 0.9975525 1.024837 -0.1500523 -0.1268852 0.08641566 9127.25
73019 0.415232 1.649705 1.375386 0.05043506 0.9445798 1.029741 -0.151752 -0.1224429 0.05900574 9127.375
73020 0.4098768 1.647836 1.375275 0.05461963 0.8868949 1.036756 -0.1533278 -0.1142325 0.03395312 9127.5
73021 0.4044967 1.644794 1.377125 0.05889906 0.8246081 1.043744 -0.1547631 -0.1025733 0.01179429 9127.625
73022 0.3990979 1.640581 1.380442 0.06323563 0.7577831 1.049913 -0.156045 -0.08728465 -0.007503963 9127.75
73023 0.393688 1.63544 1.384865 0.06761029 0.6871115 1.054678 -0.1571869 -0.06761349 -0.02293267 9127.875
73024 0.3882596 1.629609 1.390442 0.07201409 0.6138883 1.058079 -0.158192 -0.04315173 -0.03505453 9128
73025 0.3828238 1.622141 1.397381 0.07642735 0.5303537 1.060373 -0.1590558 -0.01386116 -0.04401173 9128.125
73026 0.3773894 1.612459 1.405999 0.08082724 0.4455648 1.061955 -0.1597789 0.01927292 -0.04989803 9128.25
73027 0.3719632 1.601862 1.41561 0.08519032 0.3640536 1.062852 -0.1603586 0.05733308 -0.05265305 9128.375
73028 0.3665573 1.591405 1.425209 0.08951209 0.2882779 1.063263 -0.1607826 0.09983007 -0.05220958 9128.5
73029 0.3611726 1.582737 1.434579 0.09377598 0.2191091 1.063642 -0.1609699 0.1455258 -0.04764503 9128.625
73030 0.3556522 1.576112 1.445673 0.09796407 0.1630161 1.06467 -0.1609145 0.1927961 -0.03788767 9128.75
73031 0.3499046 1.57103 1.458997 0.1020639 0.1314958 1.067015 -0.1606169 0.240971 -0.02188881 9128.875
73032 0.3440664 1.568034 1.471726 0.1060701 0.1136855 1.071241 -0.1600941 0.2890387 0.0001486154 9129
73033 0.338322 1.568375 1.484273 0.1099161 0.1038991 1.077569 -0.1593717 0.3357968 0.02499863 9129.125
73034 0.3327016 1.573896 1.496652 0.1135483 0.1002037 1.086028 -0.1584734 0.3796158 0.05118592 9129.25
73035 0.3271978 1.582823 1.508232 0.1169675 0.1028093 1.096874 -0.1574358 0.4201955 0.07779384 9129.375
73036 0.3218046 1.594231 1.519028 0.1201932 0.1100137 1.110025 -0.1562852 0.4557141 0.1041755 9129.5
73037 0.3165328 1.606952 1.528542 0.1232636 0.1202269 1.125654 -0.1550253 0.4864115 0.1324405 9129.625
73038 0.3114117 1.622141 1.536121 0.1262218 0.1343443 1.143876 -0.1536526 0.5150862 0.1624055 9129.75
73039 0.3064635 1.63993 1.541198 0.1290995 0.1529815 1.164632 -0.1521587 0.540828 0.1921245 9129.875
73040 0.3017138 1.659945 1.543814 0.1319295 0.1757774 1.187951 -0.1505096 0.5611338 0.2196259 9130
73041 0.2971613 1.680697 1.544562 0.1347029 0.2023687 1.213937 -0.1486839 0.5752465 0.2439755 9130.125
73042 0.2927983 1.702703 1.544456 0.1373953 0.2316361 1.241787 -0.1466845 0.5838802 0.2647873 9130.25
73043 0.2886242 1.724346 1.544241 0.1399829 0.2630988 1.270833 -0.1445359 0.5873267 0.282439 9130.375
73044 0.2846621 1.744297 1.544169 0.1424596 0.2961922 1.300426 -0.1422641 0.5857539 0.2977066 9130.5
73045 0.2809036 1.758125 1.544782 0.1448241 0.3303594 1.329666 -0.1398695 0.5760454 0.311238 9130.625
73046 0.2773669 1.768595 1.546663 0.1470743 0.3645101 1.357986 -0.1373541 0.5604687 0.322528 9130.75
73047 0.2740782 1.780808 1.549907 0.1492111 0.3971443 1.385333 -0.1347278 0.542568 0.3300228 9130.875
73048 0.271075 1.79103 1.554191 0.151245 0.4288809 1.411574 -0.1320161 0.5229207 0.3354908 9131
73049 0.2683726 1.797468 1.559469 0.1531687 0.4600424 1.436859 -0.1292522 0.5008802 0.3400118 9131.125
73050 0.2659751 1.801479 1.565562 0.1549657 0.4899426 1.460999 -0.1264058 0.4767437 0.3443983 9131.25
73051 0.2638553 1.802847 1.573242 0.1566348 0.5179814 1.483644 -0.1234724 0.4510921 0.3477904 9131.375
73052 0.2620044 1.802657 1.582971 0.1581776 0.5451911 1.504607 -0.1204339 0.424507 0.3493055 9131.5
73053 0.2604048 1.799786 1.595397 0.1595797 0.568244 1.523948 -0.1172828 0.3984469 0.3489128 9131.625
73054 0.2590549 1.794275 1.610067 0.1608576 0.5865674 1.541701 -0.1140229 0.3734343 0.346594 9131.75
73055 0.2579818 1.786723 1.625656 0.1620399 0.6007648 1.558345 -0.1107027 0.3499752 0.3432799 9131.875
73056 0.2572124 1.777209 1.642674 0.163142 0.6113756 1.574492 -0.1073349 0.3273872 0.3401557 9132
73057 0.2567671 1.765672 1.656529 0.1641705 0.616209 1.590744 -0.1039054 0.3073635 0.3381551 9132.125
73058 0.2566851 1.752222 1.665381 0.1651381 0.6163908 1.607912 -0.1004111 0.2913424 0.3378439 9132.25
73059 0.2570374 1.737887 1.669563 0.1660441 0.6146429 1.626742 -0.09685561 0.2788774 0.3381836 9132.375
73060 0.2578112 1.722929 1.668084 0.1668946 0.6118707 1.647707 -0.09322872 0.2697708 0.3384157 9132.5
73061 0.2589513 1.707129 1.661374 0.1676993 0.6074552 1.672089 -0.08953381 0.2659928 0.3382722 9132.625
73062 0.2603568 1.690192 1.649773 0.1684634 0.6010125 1.70135 -0.08577922 0.2654398 0.3371293 9132.75
73063 0.2619597 1.673146 1.634088 0.1691992 0.5927082 1.735405 -0.08196539 0.2670894 0.3343212 9132.875
73064 0.2637435 1.656636 1.616388 0.1699304 0.583541 1.773969 -0.07807537 0.2710777 0.3306025 9133
73065 0.2656908 1.641039 1.598469 0.1706943 0.5739825 1.816699 -0.07409248 0.2771073 0.3259922 9133.125
73066 0.2677863 1.626831 1.580893 0.1715107 0.5646005 1.864043 -0.07002017 0.2843241 0.3197609 9133.25
73067 0.2700476 1.614406 1.563237 0.1724073 0.5559704 1.921345 -0.06587612 0.2921326 0.3116128 9133.375
73068 0.272479 1.603937 1.545915 0.173382 0.5489627 1.995611 -0.06161591 0.3000883 0.3006929 9133.5
73069 0.2750627 1.595506 1.529688 0.1744166 0.544113 2.080346 -0.05720788 0.3077829 0.2859057 9133.625
73070 0.2777985 1.588481 1.51452 0.1755179 0.5417519 2.167377 -0.05266055 0.3150717 0.2670466 9133.75
73071 0.2807009 1.582615 1.500697 0.1767168 0.5420368 2.252331 -0.0480102 0.3216208 0.244286 9133.875
73072 0.2838168 1.577976 1.486304 0.1779951 0.545275 2.33319 -0.04329741 0.3269314 0.2169337 9134
73073 0.2871308 1.574169 1.471629 0.1793412 0.551451 2.408994 -0.03853317 0.3305302 0.1857337 9134.125
73074 0.2905623 1.571084 1.457471 0.1807191 0.5607666 2.479034 -0.033723 0.3321522 0.1505955 9134.25
73075 0.2940553 1.568353 1.443225 0.1820937 0.5733817 2.541298 -0.028881 0.3314989 0.1118398 9134.375
73076 0.2975577 1.565584 1.427902 0.1834371 0.5894676 2.589889 -0.02400645 0.3284144 0.07074816 9134.5
73077 0.3010214 1.56381 1.411099 0.1847466 0.6078445 2.620201 -0.01909008 0.3228037 0.02825836 9134.625
73078 0.3044177 1.562713 1.391878 0.1859583 0.6286325 2.637858 -0.01413136 0.3143578 -0.01507316 9134.75
73079 0.3077224 1.560448 1.369798 0.1869698 0.6518249 2.647349 -0.00918598 0.3029948 -0.05855581 9134.875
73080 0.310905 1.555525 1.345473 0.1877938 0.6770771 2.651186 -0.004264984 0.2888905 -0.1010299 9135
73081 0.3139195 1.547333 1.319631 0.1884903 0.7040569 2.650822 0.0006908787 0.2716942 -0.1413712 9135.125
73082 0.3167179 1.535347 1.293268 0.1891254 0.7322139 2.646646 0.005823322 0.2511312 -0.1778214 9135.25
73083 0.3192936 1.519288 1.269163 0.189757 0.7617057 2.635881 0.01115425 0.2273858 -0.2108585 9135.375
73084 0.3216154 1.49964 1.248457 0.1904171 0.7928483 2.618095 0.0166416 0.1997287 -0.2410056 9135.5
73085 0.3236243 1.476685 1.230981 0.1911037 0.8253752 2.593074 0.02225577 0.1679666 -0.2693546 9135.625
73086 0.3253167 1.451194 1.217564 0.1917964 0.8588651 2.560083 0.02800682 0.1320007 -0.2959304 9135.75
73087 0.3266794 1.42353 1.20786 0.1924853 0.8929902 2.51994 0.03385645 0.09183811 -0.3203018 9135.875
73088 0.3276884 1.394183 1.202045 0.1931729 0.9274244 2.473966 0.0397201 0.04788887 -0.3472956 9136
73089 0.3283269 1.36317 1.200029 0.1938492 0.9620705 2.423594 0.04553212 8.137559e-05 -0.3788278 9136.125
73090 0.3285775 1.3311 1.201182 0.1944689 0.9959879 2.370527 0.05126087 -0.05274513 -0.4130951 9136.25
73091 0.3283889 1.298748 1.203672 0.195032 1.028705 2.316757 0.05687762 -0.1123971 -0.4470855 9136.375
73092 0.3277235 1.266515 1.206436 0.1954962 1.05995 2.263089 0.06237991 -0.1752574 -0.4794591 9136.5
73093 0.3266489 1.23456 1.207543 0.19589 1.089652 2.214504 0.06773793 -0.2367998 -0.5090941 9136.625
73094 0.3251852 1.203232 1.206202 0.1962581 1.117788 2.173497 0.07293618 -0.2942445 -0.5349427 9136.75
73095 0.3233068 1.173144 1.202421 0.1966167 1.14406 2.140805 0.07796258 -0.3464541 -0.5565743 9136.875
73096 0.3210184 1.145784 1.196516 0.1969517 1.168186 2.118666 0.08278028 -0.3909174 -0.5730229 9137
73097 0.3183107 1.121012 1.187612 0.1972415 1.18972 2.106714 0.08732919 -0.4232141 -0.5837663 9137.125
73098 0.3151447 1.100574 1.17518 0.1975046 1.208005 2.103074 0.09160005 -0.4444209 -0.5854219 9137.25
73099 0.3115008 1.084376 1.160155 0.1977506 1.222892 2.105475 0.0955754 -0.4563388 -0.5783241 9137.375
73100 0.3073568 1.074733 1.143913 0.1980603 1.233956 2.112873 0.09932715 -0.4599298 -0.566317 9137.5
73101 0.302663 1.070009 1.128486 0.1985153 1.240269 2.123129 0.1029271 -0.4591212 -0.5515721 9137.625
73102 0.2973273 1.07002 1.113931 0.1990946 1.243973 2.132736 0.1063561 -0.4540151 -0.5351306 9137.75
73103 0.2912463 1.075179 1.101671 0.1997778 1.246203 2.140336 0.109612 -0.4454996 -0.5171431 9137.875
73104 0.2844749 1.08498 1.092237 0.200528 1.247198 2.144959 0.1127121 -0.4333497 -0.4978868 9138
73105 0.2771377 1.09808 1.085124 0.2012554 1.246512 2.146144 0.1156474 -0.4172615 -0.4779506 9138.125
73106 0.2692943 1.112047 1.079956 0.2019542 1.245044 2.143336 0.1184251 -0.396064 -0.4585596 9138.25
73107 0.2609456 1.126937 1.076735 0.202635 1.24377 2.134647 0.1210971 -0.3687924 -0.4405872 9138.375
73108 0.2521307 1.141159 1.075834 0.2033145 1.244229 2.121993 0.1236917 -0.3356672 -0.4236354 9138.5
73109 0.2428953 1.154742 1.076108 0.2039934 1.247066 2.107157 0.1262479 -0.2978311 -0.410023 9138.625
73110 0.2332901 1.166408 1.076477 0.2046672 1.2525 2.091142 0.1287772 -0.2561412 -0.3999548 9138.75
73111 0.2233427 1.175132 1.076658 0.2053713 1.260622 2.073762 0.1312689 -0.2111162 -0.3941715 9138.875
73112 0.2130791 1.18163 1.076497 0.2061391 1.271744 2.05539 0.133702 -0.1639363 -0.3941616 9139
73113 0.2024866 1.186865 1.07607 0.2069369 1.286212 2.03659 0.1359686 -0.1149058 -0.3970242 9139.125
73114 0.191549 1.190169 1.075866 0.2077631 1.303658 2.018117 0.1379664 -0.06442452 -0.4018757 9139.25
73115 0.1802982 1.191784 1.076446 0.2086185 1.324334 2.000337 0.1395815 -0.01477275 -0.4093508 9139.375
73116 0.1687661 1.192392 1.078259 0.2094613 1.346236 1.983658 0.140859 0.02753725 -0.4195106 9139.5
73117 0.1569749 1.191924 1.080978 0.2102382 1.368147 1.968588 0.1418948 0.05678494 -0.4318031 9139.625
73118 0.1449165 1.190853 1.084816 0.2109733 1.389423 1.955296 0.1427756 0.07709172 -0.4454338 9139.75
73119 0.1326175 1.189998 1.089781 0.2117081 1.409792 1.944299 0.1435841 0.0907691 -0.4603322 9139.875
73120 0.1199338 1.189817 1.095945 0.2124638 1.428683 1.935512 0.1443276 0.09525664 -0.4757832 9140
73121 0.1066812 1.191428 1.10358 0.2132326 1.445327 1.928834 0.1449855 0.09050093 -0.4913604 9140.125
73122 0.09288748 1.196024 1.112198 0.2139963 1.459348 1.924021 0.1455551 0.08169452 -0.5075006 9140.25
73123 0.07868555 1.203369 1.121065 0.2147369 1.470398 1.920776 0.146019 0.07048497 -0.522756 9140.375
73124 0.06440494 1.212783 1.129875 0.2154238 1.479291 1.918724 0.1463862 0.0573855 -0.5380567 9140.5
73125 0.05027333 1.222867 1.138669 0.2160542 1.485127 1.917849 0.1467038 0.04251033 -0.5512157 9140.625
73126 0.03643208 1.232647 1.147021 0.2166488 1.488159 1.917727 0.1470067 0.02601181 -0.5601026 9140.75
73127 0.0230376 1.242054 1.154978 0.2172024 1.488993 1.918319 0.1473217 0.008281223 -0.5636702 9140.875
73128 0.01016938 1.251547 1.162926 0.2177484 1.488222 1.919586 0.1476708 -0.01034826 -0.5622708 9141
73129 -0.002141215 1.26166 1.170945 0.2182981 1.486001 1.92122 0.1480634 -0.02942106 -0.553634 9141.125
73130 -0.01398373 1.269555 1.178111 0.2188839 1.482594 1.923532 0.1485241 -0.04892991 -0.5401435 9141.25
73131 -0.0254305 1.274714 1.185129 0.2195313 1.47814 1.926815 0.1490789 -0.0682895 -0.5223158 9141.375
73132 -0.03626758 1.278232 1.193091 0.2203145 1.472646 1.930708 0.1497277 -0.08669543 -0.4989391 9141.5
73133 -0.04621764 1.279878 1.202297 0.2212601 1.466417 1.935438 0.1504571 -0.1039542 -0.4696001 9141.625
73134 -0.0550969 1.278156 1.213028 0.2223258 1.45978 1.940674 0.1512465 -0.1200653 -0.4341195 9141.75
73135 -0.06287766 1.274874 1.22481 0.2234572 1.452976 1.946091 0.152107 -0.1344561 -0.3931196 9141.875
73136 -0.0695807 1.270391 1.236869 0.2246222 1.446139 1.952196 0.1530284 -0.1468441 -0.3470072 9142
73137 -0.07537035 1.264173 1.248278 0.2258383 1.439425 1.959675 0.1539628 -0.1576598 -0.2968524 9142.125
73138 -0.08040864 1.256065 1.259089 0.2271836 1.433352 1.968929 0.1548281 -0.1672581 -0.2443404 9142.25
73139 -0.08479419 1.246468 1.269389 0.2286616 1.428045 1.980178 0.1555898 -0.1758402 -0.1912423 9142.375
73140 -0.08861685 1.236087 1.27637 0.2302958 1.423258 1.992593 0.1562287 -0.1821004 -0.1369367 9142.5
73141 -0.09195194 1.225107 1.278757 0.2320586 1.418648 2.006923 0.1567418 -0.1855595 -0.08553835 9142.625
73142 -0.09481441 1.213722 1.277532 0.233912 1.414038 2.020939 0.1571797 -0.1862283 -0.0399393 9142.75
73143 -0.09724344 1.201771 1.27007 0.2358562 1.40926 2.033564 0.1576353 -0.1842047 -0.00430059 9142.875
73144 -0.09930194 1.189316 1.257937 0.2379008 1.404511 2.044876 0.1580723 -0.1780501 0.02028193 9143
73145 -0.1010793 1.176168 1.242217 0.2400481 1.400178 2.055665 0.1584637 -0.1692202 0.03150998 9143.125
73146 -0.1026153 1.162299 1.222296 0.2423053 1.395765 2.064713 0.1587506 -0.1580965 0.03469152 9143.25
73147 -0.1039122 1.147837 1.198934 0.244649 1.390922 2.070019 0.1586593 -0.1442244 0.03295251 9143.375
73148 -0.1049663 1.133 1.173166 0.2470525 1.384982 2.071539 0.1580029 -0.1274953 0.02717423 9143.5
73149 -0.1057595 1.118195 1.145155 0.2495268 1.378938 2.069456 0.1567213 -0.1080996 0.01822356 9143.625
73150 -0.1062872 1.103547 1.116145 0.2521219 1.373033 2.064158 0.1548981 -0.08623932 0.0070667 9143.75
73151 -0.1065582 1.088924 1.087406 0.2548527 1.367524 2.054236 0.1526209 -0.06205552 -0.005453913 9143.875
73152 -0.1065726 1.074186 1.058699 0.2577522 1.362701 2.041419 0.1499475 -0.03568383 -0.01847698 9144
73153 -0.1063732 1.059097 1.031336 0.2608064 1.358559 2.026991 0.146995 -0.007512907 -0.0312968 9144.125
73154 -0.106002 1.043548 1.007583 0.264008 1.355181 2.011361 0.1438522 0.02189228 -0.04308531 9144.25
73155 -0.1054729 1.027457 0.987955 0.2673407 1.352779 1.994375 0.1405804 0.05211151 -0.05344358 9144.375
73156 -0.1047893 1.010767 0.9717386 0.2707535 1.35292 1.976311 0.1372186 0.08279715 -0.0619165 9144.5
73157 -0.103961 0.9935312 0.9590229 0.2742255 1.355176 1.957637 0.1338061 0.1136904 -0.06838065 9144.625
73158 -0.1029971 0.9759124 0.9506568 0.2777334 1.358745 1.938266 0.1304538 0.1445306 -0.07278611 9144.75
73159 -0.1018953 0.9578513 0.9444346 0.2812582 1.363438 1.91859 0.1272173 0.1749478 -0.07525494 9144.875
73160 -0.1006259 0.93919 0.9393706 0.2847655 1.369032 1.899013 0.1241254 0.2046594 -0.07576705 9145
73161 -0.09921992 0.9201699 0.9352872 0.2882293 1.375838 1.879631 0.1212062 0.2334446 -0.07449943 9145.125
73162 -0.09767482 0.9009673 0.9319681 0.2916047 1.384158 1.860451 0.1184679 0.2609605 -0.07175262 9145.25
73163 -0.09598574 0.8818951 0.9291244 0.2948215 1.393767 1.841592 0.1158693 0.2867814 -0.06778064 9145.375
73164 -0.09402897 0.8629574 0.9263923 0.2978124 1.404564 1.823031 0.1134141 0.3110897 -0.0629628 9145.5
73165 -0.09184305 0.8442073 0.9235087 0.300484 1.416709 1.804817 0.1111502 0.3331946 -0.05762894 9145.625
73166 -0.08944391 0.8255877 0.9203508 0.3027944 1.430247 1.786936 0.1091229 0.3526013 -0.05185012 9145.75
73167 -0.08683646 0.8075193 0.9165989 0.3047769 1.444683 1.769216 0.1073507 0.3692183 -0.04556146 9145.875
73168 -0.08402953 0.7903294 0.9120086 0.306486 1.459447 1.751479 0.1058236 0.3828907 -0.03872195 9146
73169 -0.08102732 0.7742868 0.9063299 0.307956 1.474265 1.733377 0.104525 0.3933994 -0.03112221 9146.125
73170 -0.07782578 0.759535 0.8995352 0.3092145 1.488581 1.714638 0.1034404 0.4008943 -0.02266073 9146.25
73171 -0.07441602 0.7465388 0.8916962 0.3102661 1.501709 1.695153 0.1025636 0.4060341 -0.01331762 9146.375
73172 -0.07080368 0.7350674 0.8830459 0.3111264 1.514757 1.674884 0.1019125 0.4087308 -0.002970547 9146.5
73173 -0.06700351 0.7247109 0.8736019 0.3118349 1.528495 1.653859 0.1014858 0.4087924 0.00855193 9146.625
73174 -0.0630188 0.7150965 0.8634774 0.3124115 1.542659 1.632049 0.1013146 0.40671 0.02129599 9146.75
73175 -0.05887238 0.706159 0.8529177 0.3128277 1.557253 1.609222 0.1015435 0.4027937 0.03439664 9146.875
73176 -0.05460883 0.6977556 0.842099 0.3130651 1.571615 1.585567 0.1021854 0.3973132 0.04855204 9147
73177 -0.05023973 0.6896644 0.8312293 0.3131205 1.585871 1.561216 0.1030784 0.3899278 0.06483351 9147.125
73178 -0.04574998 0.6815421 0.8202503 0.312993 1.600428 1.53615 0.1040848 0.3817267 0.0834564 9147.25
73179 -0.04112374 0.6731567 0.8091295 0.312722 1.615319 1.510525 0.1051614 0.3731974 0.1045758 9147.375
73180 -0.03633172 0.6655313 0.7977587 0.312345 1.630676 1.484648 0.1063001 0.3643628 0.128066 9147.5
73181 -0.03119809 0.6589398 0.7862349 0.3118554 1.646164 1.458677 0.1075292 0.3552903 0.1535541 9147.625
73182 -0.02571733 0.6535299 0.7746358 0.3112065 1.661322 1.432741 0.108848 0.3462288 0.181 9147.75
73183 -0.020046 0.6489367 0.7633477 0.3103973 1.674001 1.407229 0.110241 0.3375101 0.2100653 9147.875
73184 -0.01424307 0.6457372 0.7523425 0.3094547 1.683212 1.382407 0.1116936 0.329315 0.2405983 9148
73185 -0.008334352 0.6449468 0.7411139 0.3083942 1.690449 1.358209 0.113224 0.3215517 0.2724535 9148.125
73186 -0.002357257 0.6460098 0.7307396 0.3072326 1.69637 1.334662 0.1148505 0.3143954 0.3062335 9148.25
73187 0.003655441 0.6487083 0.7226883 0.3059401 1.700704 1.311945 0.1166019 0.3078843 0.3433974 9148.375
73188 0.009711146 0.6531526 0.7171825 0.304389 1.703696 1.290202 0.1185319 0.301875 0.3827476 9148.5
73189 0.0158178 0.659641 0.714568 0.3025514 1.705944 1.269607 0.1206697 0.2964534 0.4220941 9148.625
73190 0.02199081 0.6682501 0.715339 0.3007248 1.707404 1.250105 0.1229896 0.2918387 0.4598294 9148.75
73191 0.02819963 0.6784512 0.7191426 0.2989569 1.707253 1.232087 0.1255208 0.2880308 0.4952518 9148.875
73192 0.03443393 0.6902394 0.7255289 0.2971824 1.705275 1.215104 0.1283019 0.284939 0.5275497 9149
73193 0.04071364 0.7040095 0.7362776 0.2952999 1.701944 1.198669 0.13132 0.2820929 0.5560039 9149.125
73194 0.04706556 0.7194224 0.7504405 0.2932729 1.696969 1.182514 0.1345537 0.2795357 0.5800982 9149.25
73195 0.05343452 0.7360032 0.7671781 0.2911371 1.690235 1.165983 0.1379754 0.277231 0.6004609 9149.375
73196 0.05977016 0.7550722 0.786445 0.288895 1.6822 1.148705 0.1415789 0.2752055 0.6152664 9149.5
73197 0.06605703 0.7776628 0.8076307 0.2865242 1.673653 1.130452 0.1453574 0.2733421 0.6238365 9149.625
73198 0.07234596 0.8011553 0.8302246 0.2840472 1.664888 1.110906 0.1493044 0.2717432 0.6290162 9149.75
73199 0.07866564 0.8230863 0.8542831 0.2814686 1.656102 1.089573 0.153403 0.2697905 0.6327133 9149.875
73200 0.08505293 0.841924 0.8795947 0.2787727 1.64898 1.065825 0.1576059 0.2673284 0.6354332 9150
73201 0.09148122 0.856756 0.90572 0.275923 1.645615 1.039988 0.1616889 0.2644817 0.6372558 9150.125
73202 0.09788241 0.8645008 0.9317994 0.2729901 1.645049 1.012426 0.1656133 0.2613552 0.6371309 9150.25
73203 0.1042531 0.8667457 0.9571691 0.2699572 1.644973 0.9837497 0.1693955 0.2581908 0.6347942 9150.375
73204 0.1106244 0.8659348 0.9818898 0.2667825 1.646078 0.9546646 0.173058 0.2552059 0.6307682 9150.5
73205 0.1170182 0.8640451 1.006198 0.263505 1.649254 0.9255764 0.1765974 0.252335 0.6252813 9150.625
73206 0.1233773 0.8620151 1.029684 0.2602461 1.653732 0.897249 0.1800208 0.2496095 0.6185989 9150.75
73207 0.1296298 0.8601463 1.051446 0.2570255 1.65885 0.869233 0.183385 0.2469211 0.6109725 9150.875
73208 0.1357784 0.8583891 1.070747 0.253841 1.664465 0.8405771 0.1867088 0.2441168 0.6024174 9151
73209 0.1418059 0.8568411 1.087586 0.2506122 1.67085 0.8141549 0.1899736 0.2409759 0.5925618 9151.125
73210 0.1477159 0.8554295 1.102124 0.2472916 1.677651 0.7908918 0.1931732 0.2370874 0.5814421 9151.25
73211 0.1534809 0.8541293 1.114517 0.2437973 1.684699 0.7709238 0.1962744 0.2325221 0.5690569 9151.375
73212 0.1590768 0.8526845 1.124981 0.2400616 1.691911 0.7540851 0.1992553 0.2274351 0.5554064 9151.5
73213 0.1646279 0.8508114 1.13347 0.2359992 1.698982 0.7399595 0.2021339 0.2218964 0.5403459 9151.625
73214 0.1702452 0.848484 1.140109 0.2315969 1.705795 0.7287632 0.2049157 0.2159945 0.5237977 9151.75
73215 0.1759475 0.8458176 1.145128 0.2269773 1.712664 0.7221446 0.2075346 0.2099854 0.5061424 9151.875
73216 0.1816972 0.8427824 1.148838 0.2222027 1.719696 0.7181563 0.2100371 0.2037475 0.4875011 9152
73217 0.1875402 0.8395531 1.15123 0.2171822 1.727209 0.7160786 0.2124814 0.1970733 0.4680882 9152.125
73218 0.1935595 0.8362282 1.152564 0.21179 1.735329 0.715471 0.2148928 0.1897951 0.4482803 9152.25
73219 0.1996826 0.8328224 1.153028 0.2058809 1.743642 0.7163002 0.21727 0.1818314 0.4280076 9152.375
73220 0.2059254 0.8293163 1.152792 0.1994676 1.751773 0.7189793 0.2196287 0.1731276 0.4072669 9152.5
73221 0.2122518 0.8253878 1.152041 0.1925464 1.759728 0.7239912 0.2219559 0.1635707 0.386255 9152.625
73222 0.2186287 0.8207713 1.15092 0.1851077 1.76748 0.7312666 0.2241754 0.1530829 0.3651245 9152.75
73223 0.2252237 0.8160377 1.149727 0.1771315 1.774989 0.740575 0.226283 0.141725 0.3437681 9152.875
73224 0.2321149 0.8114399 1.148761 0.1685817 1.782273 0.7516168 0.2282527 0.1295192 0.3220697 9153
73225 0.2391962 0.8069604 1.148399 0.1593722 1.789391 0.7641789 0.2299905 0.116337 0.3000306 9153.125
73226 0.2463712 0.8026004 1.148725 0.1495655 1.796442 0.777961 0.2314287 0.102183 0.277561 9153.25
73227 0.2534104 0.7984065 1.149694 0.1392913 1.803369 0.7926143 0.2324941 0.08721181 0.2546307 9153.375
73228 0.2602288 0.7943534 1.151198 0.1285044 1.809744 0.8076527 0.2332687 0.07159786 0.2311774 9153.5
73229 0.2667904 0.7904212 1.152909 0.1171169 1.816071 0.8228027 0.2339093 0.05551194 0.2073239 9153.625
73230 0.2729602 0.7867247 1.15477 0.1051031 1.822508 0.8378673 0.2345109 0.03913677 0.183143 9153.75
73231 0.2786346 0.7829069 1.156698 0.09241591 1.829121 0.8526027 0.235097 0.02253019 0.1588496 9153.875
73232 0.2838061 0.7786783 1.1589 0.07914057 1.835896 0.8666904 0.2356212 0.005656055 0.1346929 9154
73233 0.2882507 0.7740329 1.161005 0.06532055 1.842656 0.879829 0.2360027 -0.01257384 0.1109229 9154.125
73234 0.2917459 0.7692817 1.162266 0.05048459 1.849216 0.8918906 0.2366399 -0.03214223 0.08781022 9154.25
73235 0.2946027 0.7647049 1.162811 0.03424417 1.855349 0.9027254 0.2375531 -0.05133097 0.06546149 9154.375
73236 0.2967942 0.7605551 1.161662 0.01668258 1.861275 0.9126254 0.2386117 -0.06922304 0.04430489 9154.5
73237 0.2980014 0.7570709 1.158772 -0.001982957 1.866988 0.9213752 0.2398079 -0.08557462 0.02469663 9154.625
73238 0.2979906 0.7541716 1.154231 -0.02156725 1.87229 0.9290527 0.2411921 -0.09883586 0.00527696 9154.75
73239 0.2969015 0.7518044 1.147455 -0.04185999 1.87655 0.9353136 0.2427304 -0.1093156 -0.01215573 9154.875
73240 0.2949331 0.7501104 1.138896 -0.06276144 1.879262 0.940812 0.2444538 -0.1200375 -0.02613569 9155
73241 0.291898 0.7492019 1.128948 -0.08416532 1.880174 0.9461453 0.2462234 -0.1300468 -0.03578639 9155.125
