Time (s)	9.600000e+03	dt_sampled - EXTRA_TIME	3.600000e+03
 i	 Vol	 Z	 Uavg	 Vavg	 Wavg	 Urms	 Vrms	 Wrms	 UVmean	 UWmean	 VWmean
33	7.200049e+04	4.186478e+01	1.188060e+01	2.242450e-04	5.936451e-04	7.844387e-01	3.366693e-01	3.143158e-01	4.164166e-03	-5.709101e-02	1.219465e-04
34	7.200050e+04	4.313503e+01	1.190778e+01	6.198758e-04	-5.461450e-04	7.819392e-01	3.352226e-01	3.130100e-01	4.673696e-03	-5.654170e-02	7.720978e-05
35	7.200049e+04	4.438379e+01	1.193446e+01	7.105376e-04	5.083893e-04	7.798302e-01	3.341319e-01	3.117199e-01	5.715839e-03	-5.577276e-02	4.264811e-06
36	7.200049e+04	4.560881e+01	1.196095e+01	7.226780e-04	-4.636783e-04	7.774994e-01	3.331178e-01	3.107118e-01	7.136489e-03	-5.519985e-02	-6.945245e-05
37	7.200051e+04	4.685774e+01	1.198692e+01	7.916304e-04	4.312755e-04	7.750864e-01	3.316367e-01	3.097777e-01	8.769180e-03	-5.446534e-02	-1.467382e-04
38	7.200051e+04	4.812769e+01	1.201166e+01	1.025783e-03	-3.955271e-04	7.728428e-01	3.297175e-01	3.090471e-01	1.052298e-02	-5.390546e-02	-1.965311e-04
39	7.200049e+04	4.939823e+01	1.203577e+01	1.216486e-03	3.658694e-04	7.703037e-01	3.277215e-01	3.083472e-01	1.230878e-02	-5.318351e-02	-2.425510e-04
40	7.200049e+04	5.065087e+01	1.205915e+01	1.258722e-03	-3.354703e-04	7.672941e-01	3.257789e-01	3.077455e-01	1.386564e-02	-5.261046e-02	-2.804596e-04
41	7.200051e+04	5.186778e+01	1.208205e+01	1.558601e-03	3.147239e-04	7.642645e-01	3.241788e-01	3.070292e-01	1.494773e-02	-5.190548e-02	-3.375142e-04
42	7.200049e+04	5.312151e+01	1.210492e+01	2.388374e-03	-2.869103e-04	7.612612e-01	3.227495e-01	3.063604e-01	1.552656e-02	-5.132977e-02	-4.103730e-04
43	7.200049e+04	5.439294e+01	1.212695e+01	3.329140e-03	2.681974e-04	7.583346e-01	3.214473e-01	3.056555e-01	1.584438e-02	-5.064104e-02	-4.988334e-04
44	7.200051e+04	5.564795e+01	1.214872e+01	3.780854e-03	-2.453893e-04	7.550429e-01	3.202763e-01	3.049369e-01	1.607109e-02	-5.009364e-02	-5.841862e-04
45	7.200049e+04	5.686254e+01	1.217143e+01	3.789731e-03	2.291176e-04	7.517139e-01	3.191922e-01	3.041136e-01	1.608833e-02	-4.945784e-02	-6.494673e-04
46	7.200050e+04	5.811786e+01	1.219347e+01	3.480287e-03	-2.120593e-04	7.484423e-01	3.180034e-01	3.032197e-01	1.558627e-02	-4.893323e-02	-7.404527e-04
47	7.200052e+04	5.938993e+01	1.221542e+01	2.964199e-03	1.969071e-04	7.451014e-01	3.167893e-01	3.021925e-01	1.472197e-02	-4.832418e-02	-8.148132e-04
48	7.200050e+04	6.064682e+01	1.223771e+01	2.511901e-03	-1.799153e-04	7.415073e-01	3.152735e-01	3.010811e-01	1.381782e-02	-4.782083e-02	-8.967790e-04
49	7.200049e+04	6.186095e+01	1.225988e+01	2.023303e-03	1.688838e-04	7.379746e-01	3.133257e-01	2.999007e-01	1.299923e-02	-4.727152e-02	-9.594283e-04
50	7.200048e+04	6.312056e+01	1.228138e+01	1.549066e-03	-1.548169e-04	7.345155e-01	3.111476e-01	2.985713e-01	1.213447e-02	-4.681679e-02	-1.012661e-03
51	7.200050e+04	6.437122e+01	1.230197e+01	9.100197e-04	1.466601e-04	7.307504e-01	3.088755e-01	2.973017e-01	1.114116e-02	-4.631173e-02	-1.009387e-03
52	7.200050e+04	6.563755e+01	1.232237e+01	1.247172e-04	-1.347762e-04	7.267299e-01	3.064687e-01	2.958912e-01	1.033760e-02	-4.585935e-02	-1.011573e-03
53	7.200050e+04	6.689892e+01	1.234335e+01	-7.046883e-04	1.229078e-04	7.224971e-01	3.038496e-01	2.947007e-01	9.736160e-03	-4.538477e-02	-9.916322e-04
54	7.200051e+04	6.811652e+01	1.236423e+01	-1.596743e-03	-1.119466e-04	7.183203e-01	3.012731e-01	2.931369e-01	9.400495e-03	-4.492763e-02	-1.001544e-03
55	7.200049e+04	6.937602e+01	1.238427e+01	-2.280162e-03	9.877259e-05	7.142888e-01	2.990586e-01	2.918565e-01	9.173795e-03	-4.447959e-02	-9.870975e-04
56	7.200046e+04	7.065012e+01	1.240522e+01	-2.611784e-03	-8.998806e-05	7.103531e-01	2.975532e-01	2.899247e-01	8.951633e-03	-4.397440e-02	-1.017196e-03
57	7.200048e+04	7.191071e+01	1.242531e+01	-2.766202e-03	8.072051e-05	7.063814e-01	2.961318e-01	2.885533e-01	9.048243e-03	-4.356718e-02	-1.018492e-03
58	7.200048e+04	7.313443e+01	1.244608e+01	-2.733842e-03	-7.081979e-05	7.023668e-01	2.950269e-01	2.861599e-01	9.298675e-03	-4.299789e-02	-1.043050e-03
59	7.200048e+04	7.439701e+01	1.246478e+01	-2.457696e-03	5.234680e-05	6.982411e-01	2.938758e-01	2.849265e-01	9.424054e-03	-4.265085e-02	-1.023377e-03
